"","GeneID"
"44",2042
"45",1829
"62",6676
"77",949
"90",1906
"97",4208
"155",57761
"208",3988
"216",230
"223",595
"243",10112
"253",2908
"396",47
"398",7153
"416",2113
"542",1956
"543",3486
"557",1029
"631",8321
"834",596
"884",11065
"990",5627
"1030",55893
"1035",1282
"1123",3122
"1669",11044
"87",5909
"207",2625
"345",7849
"460",56924
"470",1950
"490",2886
"760",79170
"1002",4582
"1127",3303
