"","GeneID"
"991",27346
"1000",27242
"1032",7157
"1053",4232
"1063",652
"1082",10797
"1088",1956
"1106",4313
"1108",4609
"1124",2146
"1142",6659
"1162",51203
"1192",8318
"1195",7020
"1210",983
"1228",701
"1235",332
"1237",1870
"1248",9833
"1250",10112
"1256",4605
"1268",11065
"1270",9212
"1272",7153
"152",2810
"637",11007
"801",25803
"849",10732
