"","target","p","padj"
"PTK2","PTK2",0.282,1
"ADRA1A","ADRA1A",0.294,1
"SIRT1","SIRT1",0.294,1
"SIRT2","SIRT2",0.294,1
"GRM5","GRM5",0.295,1
"INSR","INSR",0.301,1
"CCND2","CCND2",0.302,1
"CCND3","CCND3",0.302,1
"PRKDC","PRKDC",0.304,1
"CDK6","CDK6",0.305,1
"ESR2","ESR2",0.306,1
"EBP","EBP",0.308,1
"LYN","LYN",0.308,1
"EDNRA","EDNRA",0.312,1
"TNK2","TNK2",0.312,1
"IRAK4","IRAK4",0.313,1
"DRD4","DRD4",0.314,1
"SLK","SLK",0.319,1
"PRKD3","PRKD3",0.32,1
"F3","F3",0.321,1
"SMO","SMO",0.322,1
"KARS","KARS",0.327,1
"PDE5A","PDE5A",0.334,1
"TGFBR1","TGFBR1",0.335,1
"CSNK1D","CSNK1D",0.339,1
"CACNA1B","CACNA1B",0.343,1
"PRKD2","PRKD2",0.345,1
"HTR7","HTR7",0.348,1
"CA1","CA1",0.356,1
"CA12","CA12",0.356,1
"CA14","CA14",0.356,1
"CA2","CA2",0.356,1
"CA4","CA4",0.356,1
"CA5A","CA5A",0.356,1
"CA5B","CA5B",0.356,1
"CA6","CA6",0.356,1
"CA7","CA7",0.356,1
"CA9","CA9",0.356,1
"APAF1","APAF1",0.366,1
"SLC22A11","SLC22A11",0.374,1
"SLC22A6","SLC22A6",0.374,1
"SLC22A8","SLC22A8",0.374,1
"HTR5A","HTR5A",0.381,1
"PSMB1","PSMB1",0.381,1
"PSMB2","PSMB2",0.381,1
"PSMB5","PSMB5",0.381,1
"MMP2","MMP2",0.386,1
"ALOX5","ALOX5",0.387,1
"CAMKK2","CAMKK2",0.39,1
"CSNK1G1","CSNK1G1",0.39,1
"CSNK1G2","CSNK1G2",0.39,1
"SGK2","SGK2",0.39,1
"MAPK12","MAPK12",0.391,1
"PDE2A","PDE2A",0.391,1
"SLC29A1","SLC29A1",0.391,1
"DHCR7","DHCR7",0.392,1
"GRK5","GRK5",0.393,1
"STK3","STK3",0.393,1
"ABCC4","ABCC4",0.395,1
"PDE10A","PDE10A",0.395,1
"PDE11A","PDE11A",0.395,1
"PDE4A","PDE4A",0.395,1
"PDE4B","PDE4B",0.395,1
"PDE4C","PDE4C",0.395,1
"PDE4D","PDE4D",0.395,1
"PDE6A","PDE6A",0.395,1
"PDE6B","PDE6B",0.395,1
"PDE6C","PDE6C",0.395,1
"PDE6D","PDE6D",0.395,1
"PDE6G","PDE6G",0.395,1
"PDE6H","PDE6H",0.395,1
"PDE7A","PDE7A",0.395,1
"MET","MET",0.397,1
"AXL","AXL",0.399,1
"ERBB4","ERBB4",0.399,1
"ADRA1B","ADRA1B",0.402,1
"ESR1","ESR1",0.402,1
"CHEK1","CHEK1",0.404,1
"AR","AR",0.405,1
"PDE1A","PDE1A",0.406,1
"PDE1B","PDE1B",0.406,1
"PDE1C","PDE1C",0.406,1
"PDE3A","PDE3A",0.406,1
"NR3C2","NR3C2",0.413,1
"MAPK13","MAPK13",0.421,1
"FRK","FRK",0.425,1
"TBXAS1","TBXAS1",0.43,1
"AKR1B1","AKR1B1",0.431,1
"AKT1","AKT1",0.431,1
"ALOX12","ALOX12",0.431,1
"ALOX15","ALOX15",0.431,1
"AMY1A","AMY1A",0.431,1
"AMY1B","AMY1B",0.431,1
"AMY1C","AMY1C",0.431,1
"AMY2A","AMY2A",0.431,1
"AVPR2","AVPR2",0.431,1
"CXCR1","CXCR1",0.431,1
"CYP19A1","CYP19A1",0.431,1
"CYP1A1","CYP1A1",0.431,1
"CYP1B1","CYP1B1",0.431,1
"GLO1","GLO1",0.431,1
"GPR35","GPR35",0.431,1
"HSD17B2","HSD17B2",0.431,1
"NOX4","NOX4",0.431,1
"PKN1","PKN1",0.431,1
"PLA2G1B","PLA2G1B",0.431,1
"PLAU","PLAU",0.431,1
"PTPN1","PTPN1",0.431,1
"XDH","XDH",0.431,1
"CSNK2A1","CSNK2A1",0.434,1
"EIF2AK2","EIF2AK2",0.435,1
"NEK4","NEK4",0.44,1
"PHKG2","PHKG2",0.44,1
"PRKG1","PRKG1",0.44,1
"ZAP70","ZAP70",0.44,1
"MMP1","MMP1",0.442,1
"EPHA2","EPHA2",0.447,1
"ADRB2","ADRB2",0.448,1
"CYP1A2","CYP1A2",0.449,1
"IRAK1","IRAK1",0.45,1
"PRKACA","PRKACA",0.45,1
"SRPK1","SRPK1",0.45,1
"STK17A","STK17A",0.45,1
"TBK1","TBK1",0.45,1
"TSSK1B","TSSK1B",0.45,1
"ADORA3","ADORA3",0.454,1
"NR3C1","NR3C1",0.467,1
"HTR6","HTR6",0.469,1
"PKN2","PKN2",0.471,1
"CCR2","CCR2",0.473,1
"CYP2C8","CYP2C8",0.473,1
"THRA","THRA",0.473,1
"THRB","THRB",0.473,1
"CYP2C19","CYP2C19",0.475,1
"MAPKAPK2","MAPKAPK2",0.475,1
"JAK2","JAK2",0.478,1
"MINK1","MINK1",0.481,1
"KDR","KDR",0.484,1
"NR1H4","NR1H4",0.485,1
"NR1I2","NR1I2",0.485,1
"PGR","PGR",0.491,1
"SLC6A3","SLC6A3",0.495,1
"CCR4","CCR4",0.499,1
"GRM1","GRM1",0.502,1
"NISCH","NISCH",0.507,1
"NTRK2","NTRK2",0.507,1
"NTRK1","NTRK1",0.508,1
"ADCY1","ADCY1",0.511,1
"ADRA1D","ADRA1D",0.511,1
"FABP2","FABP2",0.512,1
"GPBAR1","GPBAR1",0.512,1
"SOAT1","SOAT1",0.512,1
"CDK2","CDK2",0.515,1
"CA13","CA13",0.518,1
"","",0.522,1
"ADRA2B","ADRA2B",0.523,1
"CDK7","CDK7",0.524,1
"CDK5","CDK5",0.544,1
"DDR1","DDR1",0.545,1
"CCND1","CCND1",0.551,1
"CDK9","CDK9",0.557,1
"CHEK2","CHEK2",0.56,1
"HTR1A","HTR1A",0.562,1
"PRKCZ","PRKCZ",0.562,1
"PIM1","PIM1",0.566,1
"HTR1D","HTR1D",0.568,1
"HTR4","HTR4",0.568,1
"PTGS2","PTGS2",0.574,1
"CNR1","CNR1",0.577,1
"IDO1","IDO1",0.579,1
"PTK6","PTK6",0.582,1
"OPRD1","OPRD1",0.588,1
"OPRM1","OPRM1",0.588,1
"NOX1","NOX1",0.59,1
"CAMK2B","CAMK2B",0.591,1
"SLCO4C1","SLCO4C1",0.596,1
"AOX1","AOX1",0.601,1
"ADORA2B","ADORA2B",0.603,1
"MAOA","MAOA",0.605,1
"ADRB3","ADRB3",0.608,1
"EGFR","EGFR",0.623,1
"FER","FER",0.623,1
"CSNK1A1","CSNK1A1",0.632,1
"ABCG2","ABCG2",0.642,1
"MAPK11","MAPK11",0.644,1
"ATP1A1","ATP1A1",0.646,1
"ATP1A2","ATP1A2",0.646,1
"ATP1A3","ATP1A3",0.646,1
"ATP1A4","ATP1A4",0.646,1
"ATP1B1","ATP1B1",0.646,1
"ATP1B2","ATP1B2",0.646,1
"ATP1B3","ATP1B3",0.646,1
"FXYD2","FXYD2",0.646,1
"RORC","RORC",0.646,1
"MCL1","MCL1",0.648,1
"DRD1","DRD1",0.649,1
"SYK","SYK",0.655,1
"SCN1A","SCN1A",0.658,1
"SCN2A","SCN2A",0.658,1
"SCN3A","SCN3A",0.658,1
"PRKCQ","PRKCQ",0.665,1
"ERBB2","ERBB2",0.667,1
"SLC6A4","SLC6A4",0.668,1
"XBP1","XBP1",0.67,1
"HIPK4","HIPK4",0.677,1
"CAMK2D","CAMK2D",0.681,1
"CAMK2G","CAMK2G",0.681,1
"HSD17B1","HSD17B1",0.683,1
"CDC42BPA","CDC42BPA",0.686,1
"HTR2A","HTR2A",0.686,1
"DRD3","DRD3",0.689,1
"HMGCR","HMGCR",0.7,1
"FKBP1A","FKBP1A",0.704,1
"PTK2B","PTK2B",0.705,1
"BCL2","BCL2",0.706,1
"BCL2L1","BCL2L1",0.706,1
"GABRA1","GABRA1",0.712,1
"GABRA2","GABRA2",0.712,1
"GABRA3","GABRA3",0.712,1
"GABRA5","GABRA5",0.712,1
"GABRB3","GABRB3",0.712,1
"GABRG2","GABRG2",0.712,1
"DRD2","DRD2",0.715,1
"SRMS","SRMS",0.717,1
"PDE3B","PDE3B",0.723,1
"CYP3A4","CYP3A4",0.733,1
"HTR2C","HTR2C",0.736,1
"MKNK2","MKNK2",0.737,1
"HRH4","HRH4",0.743,1
"MAPK3","MAPK3",0.744,1
"ABCB1","ABCB1",0.746,1
"BACE1","BACE1",0.748,1
"CAMK2A","CAMK2A",0.752,1
"JAK1","JAK1",0.753,1
"OPRK1","OPRK1",0.754,1
"CYP2D6","CYP2D6",0.755,1
"CCNA2","CCNA2",0.761,1
"PI4KB","PI4KB",0.762,1
"PIK3C2B","PIK3C2B",0.762,1
"PIK3C3","PIK3C3",0.762,1
"SLC22A1","SLC22A1",0.768,1
"DPP4","DPP4",0.771,1
"HTR3A","HTR3A",0.771,1
"CNR2","CNR2",0.774,1
"HRH2","HRH2",0.774,1
"TRPV1","TRPV1",0.774,1
"CCNE2","CCNE2",0.775,1
"PRKCI","PRKCI",0.775,1
"PRKD1","PRKD1",0.775,1
"TOP1","TOP1",0.776,1
"DYRK3","DYRK3",0.788,1
"FES","FES",0.788,1
"TEC","TEC",0.788,1
"TXK","TXK",0.788,1
"HCK","HCK",0.79,1
"OPRL1","OPRL1",0.79,1
"STAT3","STAT3",0.791,1
"CHRM2","CHRM2",0.792,1
"GSK3A","GSK3A",0.796,1
"TACR2","TACR2",0.796,1
"TEK","TEK",0.799,1
"MTOR","MTOR",0.8,1
"YES1","YES1",0.8,1
"GPR55","GPR55",0.801,1
"TUBA1A","TUBA1A",0.802,1
"TUBA1B","TUBA1B",0.802,1
"TUBA1C","TUBA1C",0.802,1
"TUBA3C","TUBA3C",0.802,1
"TUBA3D","TUBA3D",0.802,1
"TUBA3E","TUBA3E",0.802,1
"TUBA4A","TUBA4A",0.802,1
"TUBB","TUBB",0.802,1
"TUBB1","TUBB1",0.802,1
"TUBB2A","TUBB2A",0.802,1
"TUBB2B","TUBB2B",0.802,1
"TUBB2C","TUBB2C",0.802,1
"TUBB3","TUBB3",0.802,1
"TUBB4","TUBB4",0.802,1
"TUBB6","TUBB6",0.802,1
"TUBB8","TUBB8",0.802,1
"HTR3B","HTR3B",0.804,1
"HTR3C","HTR3C",0.804,1
"HTR3D","HTR3D",0.804,1
"HTR3E","HTR3E",0.804,1
"SIGMAR1","SIGMAR1",0.804,1
"SLC22A2","SLC22A2",0.81,1
"CASP1","CASP1",0.818,1
"GSK3B","GSK3B",0.819,1
"MAOB","MAOB",0.822,1
"SLCO1B3","SLCO1B3",0.828,1
"TOP2B","TOP2B",0.842,1
"EPHB2","EPHB2",0.844,1
"RIPK2","RIPK2",0.844,1
"MAPK1","MAPK1",0.855,1
"PRKCG","PRKCG",0.86,1
"CTSB","CTSB",0.863,1
"CTSK","CTSK",0.863,1
"ADRA2C","ADRA2C",0.865,1
"CYP2C9","CYP2C9",0.865,1
"BCHE","BCHE",0.867,1
"FYN","FYN",0.867,1
"FGFR2","FGFR2",0.872,1
"HIF1A","HIF1A",0.873,1
"CDK4","CDK4",0.881,1
"CHRM3","CHRM3",0.883,1
"CHRM5","CHRM5",0.883,1
"EPHB4","EPHB4",0.884,1
"CDK5R1","CDK5R1",0.885,1
"MAPK14","MAPK14",0.886,1
"CCNB2","CCNB2",0.891,1
"CCNB3","CCNB3",0.891,1
"HRH1","HRH1",0.899,1
"SLC6A2","SLC6A2",0.899,1
"KCNH2","KCNH2",0.901,1
"SLCO1B1","SLCO1B1",0.91,1
"ABCC1","ABCC1",0.912,1
"CDK1","CDK1",0.918,1
"HTR2B","HTR2B",0.923,1
"PRKCD","PRKCD",0.923,1
"CCNT1","CCNT1",0.925,1
"CCNB1","CCNB1",0.929,1
"PRKCA","PRKCA",0.934,1
"PRKCE","PRKCE",0.934,1
"PRKCH","PRKCH",0.934,1
"HRH3","HRH3",0.941,1
"SSTR4","SSTR4",0.951,1
"PRNP","PRNP",0.952,1
"CDK8","CDK8",0.953,1
"FGFR4","FGFR4",0.953,1
"TNF","TNF",0.953,1
"CCNE1","CCNE1",0.956,1
"CCNH","CCNH",0.956,1
"CCNA1","CCNA1",0.96,1
"ACHE","ACHE",0.964,1
"CHRM4","CHRM4",0.966,1
"CHRM1","CHRM1",0.973,1
"RAF1","RAF1",0.976,1
"ABCC2","ABCC2",0.978,1
"SLCO2B1","SLCO2B1",0.978,1
"SLC47A1","SLC47A1",0.984,1
"TOP2A","TOP2A",0.986,1
"PRKCB","PRKCB",0.992,1
"SLC47A2","SLC47A2",0.994,1
"BRAF","BRAF",1,1
