"","target","p","padj"
"RARG","RARG",0.166,1
"PDE10A","PDE10A",0.167,1
"PRKACB","PRKACB",0.168,1
"PRKACG","PRKACG",0.168,1
"FAAH","FAAH",0.17,1
"CYP2C8","CYP2C8",0.172,1
"PARP1","PARP1",0.181,1
"SMO","SMO",0.188,1
"TNKS","TNKS",0.189,1
"AKT3","AKT3",0.204,1
"SCNN1A","SCNN1A",0.206,1
"MMP1","MMP1",0.209,1
"ABCC9","ABCC9",0.212,1
"CTDSP1","CTDSP1",0.213,1
"SLC22A2","SLC22A2",0.214,1
"ESRRG","ESRRG",0.222,1
"MMP14","MMP14",0.224,1
"SENP7","SENP7",0.226,1
"GRIN2B","GRIN2B",0.227,1
"DHFR","DHFR",0.23,1
"DHFRP1","DHFRP1",0.23,1
"SIGMAR1","SIGMAR1",0.232,1
"TACR3","TACR3",0.233,1
"HSD17B3","HSD17B3",0.234,1
"REN","REN",0.235,1
"BCHE","BCHE",0.236,1
"CTSL1","CTSL1",0.236,1
"SLC22A8","SLC22A8",0.236,1
"GABRA5","GABRA5",0.237,1
"TGFBR1","TGFBR1",0.238,1
"MYLK","MYLK",0.239,1
"HTR3B","HTR3B",0.241,1
"HTR3C","HTR3C",0.241,1
"HTR3D","HTR3D",0.241,1
"HTR3E","HTR3E",0.241,1
"PDE4B","PDE4B",0.241,1
"PDE4C","PDE4C",0.241,1
"NQO2","NQO2",0.253,1
"ADORA2B","ADORA2B",0.254,1
"TNKS2","TNKS2",0.258,1
"CCR4","CCR4",0.265,1
"TBXA2R","TBXA2R",0.267,1
"CYP11B1","CYP11B1",0.273,1
"CYP11B2","CYP11B2",0.273,1
"CACNA1S","CACNA1S",0.287,1
"DRD2","DRD2",0.29,1
"ALOX5","ALOX5",0.295,1
"NTSR1","NTSR1",0.295,1
"ALPL","ALPL",0.301,1
"CCR2","CCR2",0.307,1
"CXCR2","CXCR2",0.313,1
"KCNA3","KCNA3",0.317,1
"CYP2B6","CYP2B6",0.32,1
"CYP2B7P1","CYP2B7P1",0.32,1
"SLC22A11","SLC22A11",0.323,1
"SIRT1","SIRT1",0.325,1
"NOX1","NOX1",0.327,1
"PDE5A","PDE5A",0.33,1
"HCAR2","HCAR2",0.332,1
"AGTR1","AGTR1",0.337,1
"EDNRB","EDNRB",0.341,1
"PDE4A","PDE4A",0.341,1
"CA14","CA14",0.343,1
"PDE2A","PDE2A",0.345,1
"TGFBR2","TGFBR2",0.346,1
"GRIN1","GRIN1",0.348,1
"CACNA1B","CACNA1B",0.352,1
"CAMK2A","CAMK2A",0.357,1
"SCN2A","SCN2A",0.36,1
"PARP2","PARP2",0.361,1
"GRIN2A","GRIN2A",0.362,1
"TYMS","TYMS",0.366,1
"PPARG","PPARG",0.369,1
"HTR4","HTR4",0.37,1
"PLAU","PLAU",0.372,1
"HTR3A","HTR3A",0.378,1
"AKR1C1","AKR1C1",0.389,1
"CNR2","CNR2",0.394,1
"ADRB3","ADRB3",0.395,1
"GPER","GPER",0.399,1
"GPBAR1","GPBAR1",0.4,1
"ABCC4","ABCC4",0.412,1
"AVPR2","AVPR2",0.413,1
"IL8","IL8",0.416,1
"PCSK7","PCSK7",0.419,1
"PKN1","PKN1",0.419,1
"HPGD","HPGD",0.425,1
"GPR35","GPR35",0.43,1
"TNF","TNF",0.437,1
"PRKACA","PRKACA",0.439,1
"PRNP","PRNP",0.439,1
"SCN1A","SCN1A",0.441,1
"SCN3A","SCN3A",0.441,1
"SCN9A","SCN9A",0.441,1
"AKR1B1","AKR1B1",0.445,1
"RPS6KA5","RPS6KA5",0.448,1
"KCNJ11","KCNJ11",0.449,1
"SLC47A1","SLC47A1",0.45,1
"EDNRA","EDNRA",0.452,1
"ACE2","ACE2",0.461,1
"BDKRB2","BDKRB2",0.466,1
"CCKAR","CCKAR",0.466,1
"IKBKB","IKBKB",0.468,1
"CA7","CA7",0.47,1
"CA13","CA13",0.473,1
"CNR1","CNR1",0.473,1
"SLCO2B1","SLCO2B1",0.475,1
"FFAR1","FFAR1",0.477,1
"AKT1","AKT1",0.48,1
"DUSP3","DUSP3",0.481,1
"HTR1A","HTR1A",0.483,1
"ALOX15","ALOX15",0.497,1
"PRKCE","PRKCE",0.499,1
"EBPL","EBPL",0.5,1
"CA4","CA4",0.503,1
"GLO1","GLO1",0.503,1
"HTR1D","HTR1D",0.507,1
"NPY2R","NPY2R",0.507,1
"SIRT2","SIRT2",0.51,1
"CA12","CA12",0.515,1
"AVPR1A","AVPR1A",0.519,1
"BACE1","BACE1",0.519,1
"CTSB","CTSB",0.519,1
"MMP3","MMP3",0.52,1
"AGTR2","AGTR2",0.526,1
"CA2","CA2",0.527,1
"NR1H4","NR1H4",0.529,1
"TRPM8","TRPM8",0.53,1
"PTGER3","PTGER3",0.531,1
"CYP1A2","CYP1A2",0.534,1
"SLCO4C1","SLCO4C1",0.536,1
"NOX4","NOX4",0.55,1
"MAOB","MAOB",0.554,1
"NISCH","NISCH",0.556,1
"SLC47A2","SLC47A2",0.556,1
"PRKCA","PRKCA",0.566,1
"PRKCH","PRKCH",0.566,1
"CXCR4","CXCR4",0.57,1
"TRPV1","TRPV1",0.571,1
"HSD17B1","HSD17B1",0.572,1
"EPHX2","EPHX2",0.575,1
"PDE3A","PDE3A",0.578,1
"NFKB1","NFKB1",0.579,1
"NFKB2","NFKB2",0.579,1
"RELA","RELA",0.579,1
"SLC22A1","SLC22A1",0.586,1
"CASP3","CASP3",0.588,1
"HRH2","HRH2",0.589,1
"MPI","MPI",0.589,1
"PMM2","PMM2",0.589,1
"AKT2","AKT2",0.592,1
"CCNB2","CCNB2",0.598,1
"CCNB3","CCNB3",0.598,1
"ADRA1D","ADRA1D",0.6,1
"MMP8","MMP8",0.602,1
"PRKCG","PRKCG",0.602,1
"G6PD","G6PD",0.603,1
"CA5A","CA5A",0.609,1
"CA5B","CA5B",0.609,1
"CHRNA7","CHRNA7",0.609,1
"PDE1A","PDE1A",0.61,1
"PDE1B","PDE1B",0.61,1
"PDE1C","PDE1C",0.61,1
"PRKD1","PRKD1",0.613,1
"ODC1","ODC1",0.614,1
"CA1","CA1",0.616,1
"DRD5","DRD5",0.616,1
"DRD5P1","DRD5P1",0.616,1
"ADCY1","ADCY1",0.617,1
"FABP2","FABP2",0.622,1
"HTR2C","HTR2C",0.623,1
"SGK2","SGK2",0.635,1
"TDP2","TDP2",0.635,1
"TERT","TERT",0.636,1
"MKNK1","MKNK1",0.637,1
"HTR5A","HTR5A",0.638,1
"MC3R","MC3R",0.639,1
"HRH3","HRH3",0.64,1
"HTR1B","HTR1B",0.641,1
"ADORA1","ADORA1",0.65,1
"UBE2N","UBE2N",0.651,1
"CYP51A1","CYP51A1",0.652,1
"GPR17","GPR17",0.652,1
"SLC29A1","SLC29A1",0.654,1
"SHBG","SHBG",0.658,1
"GRM5","GRM5",0.662,1
"NR1I2","NR1I2",0.663,1
"CHRNA1","CHRNA1",0.669,1
"CHRNB1","CHRNB1",0.669,1
"CHRND","CHRND",0.669,1
"CHRNG","CHRNG",0.669,1
"NCOR2","NCOR2",0.672,1
"PDE3B","PDE3B",0.673,1
"CHRNA3","CHRNA3",0.675,1
"AKR1C3","AKR1C3",0.677,1
"CA9","CA9",0.679,1
"CAMKK2","CAMKK2",0.682,1
"CYP17A1","CYP17A1",0.683,1
"OPRM1","OPRM1",0.683,1
"NPY1R","NPY1R",0.686,1
"CCNB1","CCNB1",0.697,1
"ESRRB","ESRRB",0.7,1
"MAOA","MAOA",0.703,1
"BCL2","BCL2",0.704,1
"BCL2L1","BCL2L1",0.704,1
"MMP13","MMP13",0.705,1
"RORA","RORA",0.706,1
"CHRNB4","CHRNB4",0.707,1
"DHCR7","DHCR7",0.712,1
"PHOSPHO1","PHOSPHO1",0.712,1
"ADRA2B","ADRA2B",0.713,1
"DYRK1A","DYRK1A",0.713,1
"CCNA1","CCNA1",0.714,1
"ATM","ATM",0.717,1
"CTSK","CTSK",0.72,1
"HTR2B","HTR2B",0.72,1
"PIM1","PIM1",0.72,1
"CDK5R1","CDK5R1",0.727,1
"DRD3","DRD3",0.728,1
"HSD17B2","HSD17B2",0.734,1
"TLR9","TLR9",0.735,1
"OPRK1","OPRK1",0.736,1
"ADRA2A","ADRA2A",0.737,1
"TACR1","TACR1",0.741,1
"TOP2A","TOP2A",0.742,1
"CYP2C9","CYP2C9",0.744,1
"SOAT1","SOAT1",0.745,1
"PRKX","PRKX",0.746,1
"PTGER4","PTGER4",0.749,1
"IDO1","IDO1",0.751,1
"F2","F2",0.752,1
"HRH1","HRH1",0.754,1
"NCOA1","NCOA1",0.758,1
"NR1H3","NR1H3",0.759,1
"PLA2G1B","PLA2G1B",0.761,1
"FKBP1B","FKBP1B",0.765,1
"PPIA","PPIA",0.765,1
"PPIB","PPIB",0.765,1
"PPID","PPID",0.765,1
"PPP3CA","PPP3CA",0.765,1
"SLC10A2","SLC10A2",0.765,1
"ADRA1A","ADRA1A",0.769,1
"CSNK1G1","CSNK1G1",0.769,1
"CA6","CA6",0.772,1
"AURKC","AURKC",0.773,1
"CDK6","CDK6",0.773,1
"MC5R","MC5R",0.775,1
"ABCC8","ABCC8",0.776,1
"KARS","KARS",0.778,1
"PTK2B","PTK2B",0.778,1
"ATG4B","ATG4B",0.78,1
"HTR7","HTR7",0.78,1
"TRPA1","TRPA1",0.782,1
"PLD1","PLD1",0.783,1
"PLD2","PLD2",0.783,1
"CSNK1E","CSNK1E",0.784,1
"OXER1","OXER1",0.784,1
"ABCC2","ABCC2",0.788,1
"PRKCZ","PRKCZ",0.789,1
"ADORA2A","ADORA2A",0.79,1
"CDC25A","CDC25A",0.79,1
"AR","AR",0.792,1
"PPARD","PPARD",0.793,1
"PI4KB","PI4KB",0.795,1
"ALOX12","ALOX12",0.797,1
"ADORA3","ADORA3",0.798,1
"HTR2A","HTR2A",0.799,1
"PTPN1","PTPN1",0.8,1
"MMP9","MMP9",0.803,1
"MC4R","MC4R",0.806,1
"MMP12","MMP12",0.807,1
"NEK4","NEK4",0.809,1
"IGF1R","IGF1R",0.811,1
"XBP1","XBP1",0.811,1
"CSNK2A1","CSNK2A1",0.813,1
"HTR6","HTR6",0.815,1
"CYP2D6","CYP2D6",0.816,1
"RPS6KA1","RPS6KA1",0.816,1
"CCNE2","CCNE2",0.818,1
"MCL1","MCL1",0.818,1
"ACHE","ACHE",0.819,1
"AMY1A","AMY1A",0.819,1
"AMY1B","AMY1B",0.819,1
"AMY1C","AMY1C",0.819,1
"AMY2A","AMY2A",0.819,1
"CCNA2","CCNA2",0.821,1
"CAMK2D","CAMK2D",0.822,1
"HSP90AB1","HSP90AB1",0.823,1
"TOP2B","TOP2B",0.827,1
"CCNE1","CCNE1",0.83,1
"ESRRA","ESRRA",0.83,1
"PRKCB","PRKCB",0.83,1
"CSK","CSK",0.832,1
"PRKCI","PRKCI",0.832,1
"MDH1","MDH1",0.834,1
"ABL2","ABL2",0.835,1
"CAMK2B","CAMK2B",0.835,1
"TSSK1B","TSSK1B",0.839,1
"CSNK1G2","CSNK1G2",0.84,1
"CASP1","CASP1",0.843,1
"PTGIR","PTGIR",0.847,1
"KCNH2","KCNH2",0.848,1
"EIF2AK2","EIF2AK2",0.85,1
"CHRNA4","CHRNA4",0.853,1
"CHRNB2","CHRNB2",0.853,1
"GSK3A","GSK3A",0.853,1
"CHUK","CHUK",0.857,1
"ADRA1B","ADRA1B",0.859,1
"ESR2","ESR2",0.859,1
"GRM1","GRM1",0.861,1
"PRKCD","PRKCD",0.862,1
"CCNT1","CCNT1",0.863,1
"MAPKAPK2","MAPKAPK2",0.863,1
"AOX1","AOX1",0.864,1
"DRD4","DRD4",0.864,1
"HIF1A","HIF1A",0.865,1
"KCNA5","KCNA5",0.865,1
"CYP2C19","CYP2C19",0.867,1
"CSNK1D","CSNK1D",0.868,1
"MARK2","MARK2",0.87,1
"MMP2","MMP2",0.875,1
"CHRM5","CHRM5",0.876,1
"ABCB11","ABCB11",0.877,1
"NEK2","NEK2",0.877,1
"CSNK1A1","CSNK1A1",0.878,1
"PTAFR","PTAFR",0.878,1
"ZAP70","ZAP70",0.878,1
"GAA","GAA",0.882,1
"CCNH","CCNH",0.883,1
"MARK4","MARK4",0.883,1
"NCOA3","NCOA3",0.883,1
"TEC","TEC",0.884,1
"TXK","TXK",0.884,1
"MAPK3","MAPK3",0.886,1
"NR1H2","NR1H2",0.888,1
"CHRM3","CHRM3",0.889,1
"TBK1","TBK1",0.889,1
"STK17A","STK17A",0.89,1
"PRKG1","PRKG1",0.892,1
"CAMK2G","CAMK2G",0.894,1
"HMGCR","HMGCR",0.896,1
"PRKCQ","PRKCQ",0.896,1
"GSK3B","GSK3B",0.898,1
"ADRA2C","ADRA2C",0.902,1
"MAPK11","MAPK11",0.904,1
"PGR","PGR",0.904,1
"ITK","ITK",0.905,1
"NR3C2","NR3C2",0.908,1
"ROS1","ROS1",0.908,1
"CDK1","CDK1",0.911,1
"MAP3K10","MAP3K10",0.912,1
"HKDC1","HKDC1",0.913,1
"DRD1","DRD1",0.915,1
"INSR","INSR",0.918,1
"MAPK1","MAPK1",0.918,1
"SLC10A1","SLC10A1",0.918,1
"PTK6","PTK6",0.921,1
"FGFR4","FGFR4",0.923,1
"JAK1","JAK1",0.923,1
"SLC22A3","SLC22A3",0.925,1
"CHRM1","CHRM1",0.926,1
"RPS6KB1","RPS6KB1",0.93,1
"ESR1","ESR1",0.931,1
"PDPK1","PDPK1",0.932,1
"PRKD2","PRKD2",0.932,1
"MARK3","MARK3",0.933,1
"CDC42BPA","CDC42BPA",0.934,1
"OPRD1","OPRD1",0.935,1
"ROCK1","ROCK1",0.936,1
"RORC","RORC",0.937,1
"SLC6A4","SLC6A4",0.937,1
"TYK2","TYK2",0.937,1
"SLCO1B1","SLCO1B1",0.938,1
"ZAK","ZAK",0.938,1
"CDK5","CDK5",0.943,1
"KIF11","KIF11",0.943,1
"ROCK2","ROCK2",0.946,1
"MGAM","MGAM",0.948,1
"SLCO1B3","SLCO1B3",0.95,1
"FES","FES",0.951,1
"PIM3","PIM3",0.951,1
"ABCG2","ABCG2",0.954,1
"CCKBR","CCKBR",0.954,1
"CDK8","CDK8",0.955,1
"CHRM2","CHRM2",0.955,1
"MAPK8","MAPK8",0.955,1
"PHKG2","PHKG2",0.956,1
"TNK2","TNK2",0.956,1
"CHRM4","CHRM4",0.958,1
"FKBP4","FKBP4",0.958,1
"BCR","BCR",0.959,1
"EPHB2","EPHB2",0.959,1
"GPR55","GPR55",0.96,1
"SLC6A2","SLC6A2",0.962,1
"MAPK12","MAPK12",0.964,1
"NTRK3","NTRK3",0.964,1
"APAF1","APAF1",0.965,1
"HSP90AA1","HSP90AA1",0.965,1
"","",0.967,1
"TUBA1A","TUBA1A",0.968,1
"TUBA1B","TUBA1B",0.968,1
"TUBA1C","TUBA1C",0.968,1
"TUBA3C","TUBA3C",0.968,1
"TUBA3D","TUBA3D",0.968,1
"TUBA3E","TUBA3E",0.968,1
"TUBA4A","TUBA4A",0.968,1
"TUBB","TUBB",0.968,1
"TUBB1","TUBB1",0.968,1
"TUBB2A","TUBB2A",0.968,1
"TUBB2B","TUBB2B",0.968,1
"TUBB2C","TUBB2C",0.968,1
"TUBB3","TUBB3",0.968,1
"TUBB4","TUBB4",0.968,1
"TUBB6","TUBB6",0.968,1
"TUBB8","TUBB8",0.968,1
"HIPK2","HIPK2",0.969,1
"PAK4","PAK4",0.969,1
"PPARA","PPARA",0.969,1
"ABCB1","ABCB1",0.97,1
"BRSK1","BRSK1",0.97,1
"CCND2","CCND2",0.971,1
"CCND3","CCND3",0.971,1
"MAPK13","MAPK13",0.972,1
"PKN2","PKN2",0.972,1
"NR0B1","NR0B1",0.973,1
"PRKD3","PRKD3",0.973,1
"MAPK9","MAPK9",0.974,1
"PLK3","PLK3",0.974,1
"SSTR4","SSTR4",0.974,1
"MAP4K4","MAP4K4",0.976,1
"RPS6KA3","RPS6KA3",0.976,1
"PTK2","PTK2",0.978,1
"SLC6A3","SLC6A3",0.978,1
"DYRK3","DYRK3",0.979,1
"F3","F3",0.979,1
"GRK5","GRK5",0.979,1
"TRAP1","TRAP1",0.979,1
"STK3","STK3",0.981,1
"LIMK1","LIMK1",0.982,1
"FER","FER",0.983,1
"PAK1","PAK1",0.983,1
"NTRK1","NTRK1",0.985,1
"OPRL1","OPRL1",0.985,1
"SRPK1","SRPK1",0.985,1
"FGFR2","FGFR2",0.986,1
"FKBP1A","FKBP1A",0.986,1
"HDAC6","HDAC6",0.986,1
"LTK","LTK",0.986,1
"TEK","TEK",0.986,1
"MAPK14","MAPK14",0.987,1
"MELK","MELK",0.987,1
"PLK1","PLK1",0.987,1
"SYK","SYK",0.987,1
"TYRO3","TYRO3",0.987,1
"CCND1","CCND1",0.988,1
"DAPK3","DAPK3",0.988,1
"DYRK1B","DYRK1B",0.988,1
"PRKAA1","PRKAA1",0.988,1
"PRKDC","PRKDC",0.989,1
"CDK9","CDK9",0.99,1
"DDR1","DDR1",0.99,1
"SIK2","SIK2",0.99,1
"SRMS","SRMS",0.99,1
"ACVR1","ACVR1",0.991,1
"BMX","BMX",0.991,1
"CDK7","CDK7",0.991,1
"TBXAS1","TBXAS1",0.991,1
"CYP3A4","CYP3A4",0.992,1
"HDAC8","HDAC8",0.992,1
"MAPK10","MAPK10",0.992,1
"PIK3R1","PIK3R1",0.992,1
"CDC25B","CDC25B",0.993,1
"RIPK2","RIPK2",0.993,1
"YES1","YES1",0.993,1
"CLK2","CLK2",0.994,1
"EPHA2","EPHA2",0.994,1
"IRAK4","IRAK4",0.994,1
"CDK2","CDK2",0.995,1
"HIPK4","HIPK4",0.995,1
"TOP1","TOP1",0.995,1
"BRAF","BRAF",0.996,1
"FRK","FRK",0.996,1
"JAK2","JAK2",0.996,1
"MAP4K5","MAP4K5",0.996,1
"NTRK2","NTRK2",0.996,1
"SLK","SLK",0.996,1
"DDR2","DDR2",0.997,1
"FLT4","FLT4",0.997,1
"IRAK1","IRAK1",0.997,1
"JAK3","JAK3",0.997,1
"LRRK2","LRRK2",0.997,1
"TACR2","TACR2",0.997,1
"EPHB4","EPHB4",0.998,1
"ERBB4","ERBB4",0.998,1
"HDAC11","HDAC11",0.998,1
"MKNK2","MKNK2",0.998,1
"ATP1A1","ATP1A1",0.999,1
"ATP1A2","ATP1A2",0.999,1
"ATP1A3","ATP1A3",0.999,1
"ATP1A4","ATP1A4",0.999,1
"ATP1B1","ATP1B1",0.999,1
"ATP1B2","ATP1B2",0.999,1
"ATP1B3","ATP1B3",0.999,1
"CDK4","CDK4",0.999,1
"CHEK2","CHEK2",0.999,1
"CLK4","CLK4",0.999,1
"FGFR3","FGFR3",0.999,1
"FLT1","FLT1",0.999,1
"FLT3","FLT3",0.999,1
"FXYD2","FXYD2",0.999,1
"HCK","HCK",0.999,1
"HDAC10","HDAC10",0.999,1
"HDAC4","HDAC4",0.999,1
"HDAC5","HDAC5",0.999,1
"HDAC7","HDAC7",0.999,1
"HDAC9","HDAC9",0.999,1
"MINK1","MINK1",0.999,1
"MST1R","MST1R",0.999,1
"PIK3CB","PIK3CB",0.999,1
"PIK3CD","PIK3CD",0.999,1
"TAOK1","TAOK1",0.999,1
"ABL1","ABL1",1,1
"ALK","ALK",1,1
"AURKA","AURKA",1,1
"AURKB","AURKB",1,1
"AXL","AXL",1,1
"BLK","BLK",1,1
"BTK","BTK",1,1
"CHEK1","CHEK1",1,1
"CSF1R","CSF1R",1,1
"EGFR","EGFR",1,1
"ERBB2","ERBB2",1,1
"FGFR1","FGFR1",1,1
"FYN","FYN",1,1
"HDAC1","HDAC1",1,1
"HDAC2","HDAC2",1,1
"HDAC3","HDAC3",1,1
"KDR","KDR",1,1
"KIT","KIT",1,1
"LCK","LCK",1,1
"LYN","LYN",1,1
"MAP2K1","MAP2K1",1,1
"MAP2K2","MAP2K2",1,1
"MAP4K2","MAP4K2",1,1
"MET","MET",1,1
"MTOR","MTOR",1,1
"NR3C1","NR3C1",1,1
"PDGFRA","PDGFRA",1,1
"PDGFRB","PDGFRB",1,1
"PIK3C2B","PIK3C2B",1,1
"PIK3C3","PIK3C3",1,1
"PIK3CA","PIK3CA",1,1
"PIK3CG","PIK3CG",1,1
"PLK4","PLK4",1,1
"PSMB1","PSMB1",1,1
"PSMB2","PSMB2",1,1
"PSMB5","PSMB5",1,1
"RAF1","RAF1",1,1
"RET","RET",1,1
"SRC","SRC",1,1
"STAT3","STAT3",1,1
