"","target","p","padj"
"GABRB3","GABRB3",0.135,1
"GABRG2","GABRG2",0.135,1
"LCK","LCK",0.135,1
"SIK2","SIK2",0.135,1
"CSF1R","CSF1R",0.138,1
"PLK3","PLK3",0.138,1
"CSNK1A1","CSNK1A1",0.14,1
"STAT3","STAT3",0.141,1
"EGFR","EGFR",0.143,1
"MAP4K5","MAP4K5",0.143,1
"ABCG2","ABCG2",0.147,1
"CCR2","CCR2",0.147,1
"CYP2C8","CYP2C8",0.147,1
"THRA","THRA",0.147,1
"THRB","THRB",0.147,1
"CCND1","CCND1",0.152,1
"ALK","ALK",0.153,1
"APAF1","APAF1",0.156,1
"AURKA","AURKA",0.158,1
"DYRK1B","DYRK1B",0.158,1
"NTRK1","NTRK1",0.158,1
"ITK","ITK",0.163,1
"HDAC1","HDAC1",0.165,1
"HDAC10","HDAC10",0.165,1
"HDAC11","HDAC11",0.165,1
"HDAC2","HDAC2",0.165,1
"HDAC3","HDAC3",0.165,1
"HDAC4","HDAC4",0.165,1
"HDAC5","HDAC5",0.165,1
"HDAC6","HDAC6",0.165,1
"HDAC7","HDAC7",0.165,1
"HDAC8","HDAC8",0.165,1
"HDAC9","HDAC9",0.165,1
"SLCO4C1","SLCO4C1",0.165,1
"ACVR1","ACVR1",0.17,1
"TEK","TEK",0.17,1
"TNKS2","TNKS2",0.175,1
"MINK1","MINK1",0.176,1
"PTGS2","PTGS2",0.177,1
"FLT3","FLT3",0.178,1
"HSD17B1","HSD17B1",0.178,1
"ERBB2","ERBB2",0.179,1
"MST1R","MST1R",0.181,1
"BMX","BMX",0.186,1
"HSP90AA1","HSP90AA1",0.189,1
"HSP90AB1","HSP90AB1",0.189,1
"NOX1","NOX1",0.193,1
"LTA4H","LTA4H",0.195,1
"CDK8","CDK8",0.2,1
"FGFR4","FGFR4",0.2,1
"LTK","LTK",0.2,1
"TNF","TNF",0.2,1
"NISCH","NISCH",0.203,1
"CNR1","CNR1",0.206,1
"EPHB4","EPHB4",0.206,1
"SRC","SRC",0.209,1
"ADORA2B","ADORA2B",0.212,1
"FYN","FYN",0.219,1
"MAP3K10","MAP3K10",0.221,1
"NTRK2","NTRK2",0.221,1
"ZAK","ZAK",0.221,1
"CSNK1D","CSNK1D",0.222,1
"ROCK2","ROCK2",0.225,1
"BCL2","BCL2",0.23,1
"BCL2L1","BCL2L1",0.23,1
"PIK3CD","PIK3CD",0.233,1
"PIK3CG","PIK3CG",0.233,1
"BLK","BLK",0.241,1
"CDK6","CDK6",0.251,1
"OPRD1","OPRD1",0.251,1
"OPRM1","OPRM1",0.251,1
"KDR","KDR",0.253,1
"LYN","LYN",0.254,1
"PRKCZ","PRKCZ",0.254,1
"AR","AR",0.256,1
"CLK4","CLK4",0.259,1
"PTK2","PTK2",0.26,1
"ESR2","ESR2",0.264,1
"PARP2","PARP2",0.265,1
"TACR2","TACR2",0.271,1
"PIM3","PIM3",0.274,1
"SLK","SLK",0.274,1
"F2","F2",0.281,1
"MAP2K2","MAP2K2",0.284,1
"DYRK3","DYRK3",0.287,1
"FES","FES",0.287,1
"HTR4","HTR4",0.287,1
"TEC","TEC",0.287,1
"TXK","TXK",0.287,1
"FER","FER",0.289,1
"MTOR","MTOR",0.291,1
"F3","F3",0.293,1
"IRAK4","IRAK4",0.293,1
"SLCO1B3","SLCO1B3",0.295,1
"PTGS1","PTGS1",0.298,1
"DAPK3","DAPK3",0.299,1
"TNK2","TNK2",0.303,1
"ESRRA","ESRRA",0.306,1
"RAF1","RAF1",0.306,1
"HCK","HCK",0.317,1
"FGFR3","FGFR3",0.32,1
"PKN2","PKN2",0.32,1
"PRKX","PRKX",0.324,1
"MARK4","MARK4",0.326,1
"PRKDC","PRKDC",0.326,1
"MELK","MELK",0.344,1
"PAK1","PAK1",0.344,1
"PSMB1","PSMB1",0.344,1
"PSMB2","PSMB2",0.344,1
"PSMB5","PSMB5",0.344,1
"JAK3","JAK3",0.345,1
"MAPK3","MAPK3",0.345,1
"CCR4","CCR4",0.346,1
"ESR1","ESR1",0.348,1
"CA3","CA3",0.353,1
"PRKD2","PRKD2",0.361,1
"FGFR2","FGFR2",0.366,1
"ADCY1","ADCY1",0.367,1
"PIK3R1","PIK3R1",0.367,1
"ERBB4","ERBB4",0.385,1
"SRMS","SRMS",0.387,1
"ADRB3","ADRB3",0.393,1
"SLC22A3","SLC22A3",0.395,1
"GRM1","GRM1",0.399,1
"PRKCB","PRKCB",0.399,1
"ADRA2A","ADRA2A",0.4,1
"CDK7","CDK7",0.403,1
"CLK2","CLK2",0.404,1
"RPS6KA3","RPS6KA3",0.404,1
"OPRK1","OPRK1",0.406,1
"PRKD3","PRKD3",0.408,1
"ALOX5","ALOX5",0.409,1
"OPRL1","OPRL1",0.41,1
"BRSK1","BRSK1",0.414,1
"RPS6KB1","RPS6KB1",0.414,1
"CDK4","CDK4",0.416,1
"HTR3B","HTR3B",0.42,1
"HTR3C","HTR3C",0.42,1
"HTR3D","HTR3D",0.42,1
"HTR3E","HTR3E",0.42,1
"MAOA","MAOA",0.422,1
"CASP1","CASP1",0.423,1
"SLC6A3","SLC6A3",0.429,1
"CYP1A2","CYP1A2",0.431,1
"CCNE1","CCNE1",0.432,1
"CCNH","CCNH",0.432,1
"ADRB1","ADRB1",0.433,1
"BDKRB2","BDKRB2",0.433,1
"MC3R","MC3R",0.433,1
"MC4R","MC4R",0.433,1
"MC5R","MC5R",0.433,1
"CCNE2","CCNE2",0.434,1
"PRKCI","PRKCI",0.434,1
"PRKD1","PRKD1",0.434,1
"AURKB","AURKB",0.435,1
"SLC6A2","SLC6A2",0.435,1
"AXL","AXL",0.439,1
"AOX1","AOX1",0.443,1
"TLR9","TLR9",0.451,1
"MET","MET",0.452,1
"DYRK1A","DYRK1A",0.453,1
"PARP1","PARP1",0.456,1
"PTK6","PTK6",0.458,1
"NR3C1","NR3C1",0.461,1
"","",0.463,1
"CCNA2","CCNA2",0.463,1
"JAK2","JAK2",0.464,1
"EIF2AK2","EIF2AK2",0.466,1
"MMP2","MMP2",0.467,1
"SLC22A11","SLC22A11",0.47,1
"SLC22A6","SLC22A6",0.47,1
"SLC22A8","SLC22A8",0.47,1
"ABCC2","ABCC2",0.471,1
"SLCO2B1","SLCO2B1",0.471,1
"CDK9","CDK9",0.473,1
"PLK1","PLK1",0.478,1
"PLK4","PLK4",0.479,1
"PDPK1","PDPK1",0.483,1
"MAP4K2","MAP4K2",0.484,1
"TYK2","TYK2",0.49,1
"TACR1","TACR1",0.496,1
"TNKS","TNKS",0.497,1
"IGF1R","IGF1R",0.498,1
"TBXAS1","TBXAS1",0.504,1
"NEK4","NEK4",0.506,1
"PHKG2","PHKG2",0.506,1
"PRKG1","PRKG1",0.506,1
"ZAP70","ZAP70",0.506,1
"ABCC1","ABCC1",0.516,1
"PTK2B","PTK2B",0.517,1
"GRM5","GRM5",0.519,1
"MARK2","MARK2",0.519,1
"HTR3A","HTR3A",0.526,1
"ADORA1","ADORA1",0.532,1
"ADORA2A","ADORA2A",0.532,1
"MCL1","MCL1",0.532,1
"TOP1","TOP1",0.534,1
"EBP","EBP",0.538,1
"ROCK1","ROCK1",0.538,1
"NR1H4","NR1H4",0.54,1
"NR1I2","NR1I2",0.54,1
"CA1","CA1",0.55,1
"CA12","CA12",0.55,1
"CA14","CA14",0.55,1
"CA2","CA2",0.55,1
"CA4","CA4",0.55,1
"CA5A","CA5A",0.55,1
"CA5B","CA5B",0.55,1
"CA6","CA6",0.55,1
"CA7","CA7",0.55,1
"CA9","CA9",0.55,1
"SLC6A4","SLC6A4",0.551,1
"TGFBR1","TGFBR1",0.551,1
"DPP4","DPP4",0.559,1
"INSR","INSR",0.561,1
"CHEK1","CHEK1",0.563,1
"SCN9A","SCN9A",0.564,1
"CNR2","CNR2",0.565,1
"TRPV1","TRPV1",0.565,1
"MKNK2","MKNK2",0.567,1
"MARK3","MARK3",0.569,1
"TUBA1A","TUBA1A",0.569,1
"TUBA1B","TUBA1B",0.569,1
"TUBA1C","TUBA1C",0.569,1
"TUBA3C","TUBA3C",0.569,1
"TUBA3D","TUBA3D",0.569,1
"TUBA3E","TUBA3E",0.569,1
"TUBA4A","TUBA4A",0.569,1
"TUBB","TUBB",0.569,1
"TUBB1","TUBB1",0.569,1
"TUBB2A","TUBB2A",0.569,1
"TUBB2B","TUBB2B",0.569,1
"TUBB2C","TUBB2C",0.569,1
"TUBB3","TUBB3",0.569,1
"TUBB4","TUBB4",0.569,1
"TUBB6","TUBB6",0.569,1
"TUBB8","TUBB8",0.569,1
"FABP2","FABP2",0.572,1
"GPBAR1","GPBAR1",0.572,1
"MMP14","MMP14",0.572,1
"MMP8","MMP8",0.572,1
"SOAT1","SOAT1",0.572,1
"HTR1D","HTR1D",0.576,1
"RARA","RARA",0.592,1
"RARB","RARB",0.592,1
"RARG","RARG",0.592,1
"TOP2A","TOP2A",0.606,1
"SLCO1B1","SLCO1B1",0.607,1
"HTR1A","HTR1A",0.613,1
"AKR1B1","AKR1B1",0.618,1
"AKT1","AKT1",0.618,1
"ALOX12","ALOX12",0.618,1
"ALOX15","ALOX15",0.618,1
"AMY1A","AMY1A",0.618,1
"AMY1B","AMY1B",0.618,1
"AMY1C","AMY1C",0.618,1
"AMY2A","AMY2A",0.618,1
"AVPR2","AVPR2",0.618,1
"CXCR1","CXCR1",0.618,1
"CYP19A1","CYP19A1",0.618,1
"CYP1A1","CYP1A1",0.618,1
"CYP1B1","CYP1B1",0.618,1
"GLO1","GLO1",0.618,1
"GPR35","GPR35",0.618,1
"HIPK2","HIPK2",0.618,1
"HSD17B2","HSD17B2",0.618,1
"NOX4","NOX4",0.618,1
"PKN1","PKN1",0.618,1
"PLA2G1B","PLA2G1B",0.618,1
"PLAU","PLAU",0.618,1
"PTPN1","PTPN1",0.618,1
"XDH","XDH",0.618,1
"CDK5","CDK5",0.62,1
"CCNT1","CCNT1",0.622,1
"CDK2","CDK2",0.636,1
"FRK","FRK",0.645,1
"PDE2A","PDE2A",0.645,1
"SLC29A1","SLC29A1",0.645,1
"PRKCD","PRKCD",0.65,1
"PRKCA","PRKCA",0.654,1
"PRKCE","PRKCE",0.654,1
"PRKCH","PRKCH",0.654,1
"SYK","SYK",0.655,1
"CHEK2","CHEK2",0.658,1
"CHRNA3","CHRNA3",0.662,1
"CHRNA4","CHRNA4",0.662,1
"CHRNA7","CHRNA7",0.662,1
"CHRNB2","CHRNB2",0.662,1
"PDE5A","PDE5A",0.671,1
"DHCR7","DHCR7",0.689,1
"RXRA","RXRA",0.69,1
"NR3C2","NR3C2",0.694,1
"CAMK2A","CAMK2A",0.707,1
"SIRT1","SIRT1",0.709,1
"SIRT2","SIRT2",0.709,1
"ADRA2B","ADRA2B",0.711,1
"CYP2C19","CYP2C19",0.711,1
"CA13","CA13",0.712,1
"CDK5R1","CDK5R1",0.717,1
"XBP1","XBP1",0.718,1
"GRK5","GRK5",0.719,1
"KARS","KARS",0.719,1
"CHRM1","CHRM1",0.729,1
"GPR55","GPR55",0.729,1
"HRH4","HRH4",0.729,1
"CHRM3","CHRM3",0.734,1
"CHRM5","CHRM5",0.734,1
"CTSB","CTSB",0.735,1
"CTSK","CTSK",0.735,1
"FKBP1A","FKBP1A",0.736,1
"ESRRG","ESRRG",0.738,1
"PLD1","PLD1",0.738,1
"PLD2","PLD2",0.738,1
"MMP12","MMP12",0.739,1
"MMP13","MMP13",0.739,1
"MMP3","MMP3",0.739,1
"MMP9","MMP9",0.739,1
"CACNA1B","CACNA1B",0.743,1
"SLC47A1","SLC47A1",0.743,1
"SMO","SMO",0.765,1
"PRKCQ","PRKCQ",0.771,1
"CHRM2","CHRM2",0.775,1
"DRD4","DRD4",0.78,1
"CHRM4","CHRM4",0.784,1
"HIF1A","HIF1A",0.784,1
"CDC42BPA","CDC42BPA",0.786,1
"IDO1","IDO1",0.793,1
"PI4KB","PI4KB",0.795,1
"PIK3C2B","PIK3C2B",0.795,1
"PIK3C3","PIK3C3",0.795,1
"HIPK4","HIPK4",0.797,1
"JAK1","JAK1",0.797,1
"CAMK2B","CAMK2B",0.805,1
"ABCB1","ABCB1",0.807,1
"BRAF","BRAF",0.807,1
"HRH2","HRH2",0.811,1
"ABCB11","ABCB11",0.814,1
"PDE3B","PDE3B",0.817,1
"CYP2B6","CYP2B6",0.82,1
"CYP2B7P1","CYP2B7P1",0.82,1
"IRAK1","IRAK1",0.823,1
"PGR","PGR",0.823,1
"PRKACA","PRKACA",0.823,1
"SRPK1","SRPK1",0.823,1
"STK17A","STK17A",0.823,1
"TBK1","TBK1",0.823,1
"TSSK1B","TSSK1B",0.823,1
"CCNA1","CCNA1",0.824,1
"SLC47A2","SLC47A2",0.829,1
"GSK3B","GSK3B",0.841,1
"EBPL","EBPL",0.843,1
"MMP1","MMP1",0.85,1
"SLC22A2","SLC22A2",0.852,1
"SIGMAR1","SIGMAR1",0.853,1
"CCNB1","CCNB1",0.86,1
"PRKCG","PRKCG",0.861,1
"MAPKAPK2","MAPKAPK2",0.863,1
"ADRB2","ADRB2",0.864,1
"PRNP","PRNP",0.866,1
"CYP2C9","CYP2C9",0.878,1
"CSNK2A1","CSNK2A1",0.88,1
"BACE1","BACE1",0.882,1
"DRD1","DRD1",0.885,1
"TOP2B","TOP2B",0.886,1
"CAMK2D","CAMK2D",0.889,1
"CAMK2G","CAMK2G",0.889,1
"HTR5A","HTR5A",0.89,1
"CAMKK2","CAMKK2",0.892,1
"CSNK1G1","CSNK1G1",0.892,1
"CSNK1G2","CSNK1G2",0.892,1
"SGK2","SGK2",0.892,1
"ACHE","ACHE",0.893,1
"SLC22A1","SLC22A1",0.898,1
"SSTR4","SSTR4",0.901,1
"CCNB2","CCNB2",0.902,1
"CCNB3","CCNB3",0.902,1
"HTR7","HTR7",0.905,1
"ADRA1A","ADRA1A",0.907,1
"ABCC4","ABCC4",0.909,1
"PDE10A","PDE10A",0.909,1
"PDE11A","PDE11A",0.909,1
"PDE4A","PDE4A",0.909,1
"PDE4B","PDE4B",0.909,1
"PDE4C","PDE4C",0.909,1
"PDE4D","PDE4D",0.909,1
"PDE6A","PDE6A",0.909,1
"PDE6B","PDE6B",0.909,1
"PDE6C","PDE6C",0.909,1
"PDE6D","PDE6D",0.909,1
"PDE6G","PDE6G",0.909,1
"PDE6H","PDE6H",0.909,1
"PDE7A","PDE7A",0.909,1
"HTR2C","HTR2C",0.911,1
"MAPK1","MAPK1",0.912,1
"STK3","STK3",0.915,1
"PDE1A","PDE1A",0.921,1
"PDE1B","PDE1B",0.921,1
"PDE1C","PDE1C",0.921,1
"PDE3A","PDE3A",0.921,1
"CYP2D6","CYP2D6",0.925,1
"ADRA1B","ADRA1B",0.93,1
"ADRA2C","ADRA2C",0.931,1
"MAOB","MAOB",0.937,1
"HRH3","HRH3",0.944,1
"DRD2","DRD2",0.948,1
"CYP3A4","CYP3A4",0.954,1
"DRD3","DRD3",0.954,1
"HMGCR","HMGCR",0.955,1
"KCNH2","KCNH2",0.958,1
"HTR2B","HTR2B",0.965,1
"GSK3A","GSK3A",0.97,1
"HTR2A","HTR2A",0.97,1
"CDK1","CDK1",0.972,1
"SCN1A","SCN1A",0.977,1
"SCN2A","SCN2A",0.977,1
"SCN3A","SCN3A",0.977,1
"PIM1","PIM1",0.98,1
"BCHE","BCHE",0.983,1
"HTR6","HTR6",0.983,1
"HRH1","HRH1",0.994,1
"ADRA1D","ADRA1D",0.997,1
