"","GeneID"
"924",27242
"964",2146
"968",4313
"974",652
"1019",4609
"1031",10797
"1032",6659
"1036",1956
"1055",983
"1089",701
"1106",332
"1108",7020
"1115",9833
"1126",10112
"1134",4605
"1155",11065
"1162",9212
"1167",7153
"122",2810
"504",11007
"809",3909
