"","GeneID"
"962",27242
"977",7157
"981",4232
"1019",652
"1034",4313
"1043",2146
"1064",10797
"1071",1956
"1072",4609
"1096",6659
"1147",983
"1149",7020
"1171",701
"1179",1870
"1181",332
"1194",9833
"1198",10112
"1205",4605
"1218",11065
"1221",9212
"1224",7153
"97",2810
"544",11007
"869",3909
"900",25803
