"","GeneID"
"5",2115
"8",1870
"27",10797
"50",4313
"52",6790
"57",332
"78",4605
"96",4125
"112",2146
"113",4232
"120",1277
"129",8914
"155",991
"180",6659
"182",652
"202",7153
"211",2048
"215",891
"221",1019
"226",4609
"234",51203
"244",1062
"262",7157
"267",11004
"284",890
"295",1029
"300",1111
"322",701
"325",9133
"357",993
"416",983
"418",55038
"437",11065
"460",54512
"505",1978
"21",3909
"209",8900
"395",3800
