"","TCGA-DH-A669-02","TCGA-DU-5870-02","TCGA-DU-5872-02","TCGA-DU-6397-02","TCGA-DU-6404-02","TCGA-DU-6407-02","TCGA-DU-7304-02","TCGA-FG-5963-02","TCGA-FG-5965-02","TCGA-FG-A4MT-02","TCGA-TM-A7CF-02","TCGA-TQ-A7RK-02","TCGA-TQ-A7RV-02","TCGA-TQ-A8XE-02","GTEX-11ZVC-0011-R4a-SM-5BC6Z","GTEX-12WS9-0011-R4b-SM-5P9EU","GTEX-12WSD-0011-R4b-SM-5LZUA","GTEX-1313W-0011-R4b-SM-5KLZV","GTEX-131YS-0011-R4a-SM-5DUVL","GTEX-13O3O-0011-R4b-SM-5KM3F","GTEX-13OVJ-0011-R4b-SM-5P9H5","GTEX-13QIC-0011-R4a-SM-5PNX8","GTEX-13SLX-0011-R4a-SM-5O9BJ","GTEX-13X6K-0011-R4b-SM-5P9HO","GTEX-145LS-0011-R4b-SM-5S2UT","GTEX-145MI-0011-R4b-SM-5PNZH","GTEX-14BIM-0011-R4b-SM-5S2RK","GTEX-N7MT-0011-R4a-SM-2I3G9","GTEX-NPJ7-0011-R4a-SM-2I3GJ","GTEX-Q2AG-0011-R4A-SM-2HMKA","GTEX-QVJO-0011-R4A-SM-2S1QL","GTEX-QVUS-0011-R4A-SM-3GAE7","GTEX-RNOR-0011-R4A-SM-3GAD3","GTEX-X4EP-0011-R4B-SM-3P627","GTEX-YFC4-0011-R4a-SM-4RGLQ","GTEX-ZVZQ-0011-R4b-SM-57WCZ"
"ENSG00000090932",6.42882676204793,8.03530428138853,3.16674253065192,9.18288193631057,2.10771321217891,7.28526936222471,4.34692245012225,6.67873728156002,4.50080658343489,5.95236532723704,6.67655875075983,7.02957371078975,5.56350256433789,7.73756890029964,2.27502136090248,1.91455959095577,2.87378435429833,2.81352706120727,2.77816855992856,2.75913765047392,1.95607918033573,3.23877440890554,2.53602398172824,2.48801748408632,3.29281097481938,2.16349732274102,2.69824478152683,2.68260791167126,2.02857014719582,2.70044487809495,2.62297171391808,1.8797267340026,2.6415106616794,0.887510993793534,2.69156361987338,2.66674940474577
"ENSG00000091428",3.36178618129391,3.46464002513081,2.89722066834891,3.42630994499335,1.06352846791354,4.75431432379173,1.60879075561249,3.83490861230036,5.92167408087453,6.26377961108591,5.0565705636224,5.42689792576576,5.21493643567051,3.72133146827846,6.07099902456227,5.29245187723135,6.79404639336517,7.62243267374737,7.07363934601855,7.24165481009208,7.13072123388206,5.61265998041422,7.02659667345878,7.8842132921549,7.0464444802749,7.26897499036105,6.24867957249432,6.91023268514267,7.26778276618975,7.39389505920586,7.39876600263031,7.05210148724917,8.28931426063187,5.14200562631203,7.18335022582314,7.28109629979594
"ENSG00000091986",5.20870895225649,6.41953611305818,5.75111110242794,3.57042698527209,1.71371914882577,5.64097568881657,5.64587575895434,4.46078132478887,3.41950854547571,5.13462119869276,5.90829925453781,7.19576467889665,6.34908887860532,6.65606235186088,2.16668406735687,0.75704057655925,1.81966280068104,2.16668406735687,2.63462661995224,1.29275360629187,3.14082025826377,1.72249322968059,1.73983062623334,3.68818207285606,1.53608008337263,1.10434317316511,1.2750031987187,1.54100091114551,3.00362278493767,1.01436395319743,1.06352846791354,1.63689653937898,2.16349732274102,2.31324396547308,3.54352252325545,1.91455959095577
"ENSG00000100033",1.40055332093844,1.89140083599445,2.44361924686195,1.20791119122422,0.823748155783488,2.62758119843743,2.91646350025752,0.739854261639821,6.06173915582935,4.39231720578115,5.18584883633642,3.81864067336171,4.70600392997807,1.56560410857404,5.15376468134418,3.34202901763335,6.47558707964686,5.92452633534336,6.83170873218437,6.35205215252274,7.2155299979934,6.41360628066298,6.3251879102859,6.63665781782756,5.469891214813,4.18187799648709,6.43228622582819,5.70568356275113,5.03252125750664,6.41261800332859,6.67111256580652,6.6579435430408,6.87037123140359,3.69602509442367,5.44985651925076,6.23614715047161
"ENSG00000100162",4.34273876878678,3.5160261088187,1.71810328073022,3.66338489690112,3.88948277643168,5.0116822624268,4.34273876878678,5.25893901615532,2.25395199079054,2.49056594564323,1.851997059571,4.02233783904806,1.23264484686769,2.7333490812012,1.02145721180734,0.400526937297596,0.678058046144846,0.739854261639821,1.09761144090414,0.36737308274667,1.15057991651262,1.38407666062613,0.58496834289468,0.356134582211424,0.999978992078611,0.495692160577013,0.765540375264906,0.516027271053183,0.378503428699139,0.575314001522003,0.250954424227243,0.310339138816876,0.650778142954816,2.19850537806687,0.659920855917282,0.765540375264906
"ENSG00000100867",3.560721376525,3.9708739381457,0.443614417751655,5.86936691999091,1.31035705625653,6.48705737598274,5.1554170022522,3.30305301096211,2.87378435429833,3.02860331869983,2.40049914487118,3.27351733815949,1.15057991651262,3.89433284087333,0.310339138816876,0.084066966502593,0.545956163526288,0.61353728704226,1.76974936089984,0.650778142954816,0.454178305514821,0.659920855917282,1.11767287700506,0.713697275872429,0.970849567099916,0.163501006167216,1.31035705625653,0.75704057655925,0.201631175400006,0.669015601438227,0.871834393063062,0.505893260531457,0.871834393063062,2.7866310338961,0.575314001522003,1.04263163829409
"ENSG00000100987",-1.57152524224268e-08,0.0285684699491018,0.310339138816876,0.0703873337062246,-1.57152524224268e-08,0.042643975470667,0.084066966502593,1.83993785709598,0.863959143812243,0.46467850914319,0.799067951821434,0.124327270460246,0.632259604337141,-1.57152524224268e-08,1.1763404737818,1.23880585206369,1.6415156956281,1.2750031987187,1.8278456852217,1.3045126815928,2.32772394086256,1.52104450551416,1.57529313218458,1.8278456852217,1.42762084508111,1.03564304866388,1.89915416758561,2.45939433023147,1.64614182849354,0.992789863159715,2.04263800658782,1.46990885738364,1.68705420958949,2.06001858055482,1.46990885738364,1.85996139538859
"ENSG00000101057",4.55945592859761,3.31762156782465,1.33915294741526,3.09427505558605,6.58449660620311,6.30691987317864,5.24754547280489,5.67606762092038,2.02857014719582,2.25094868945428,0.739854261639821,2.99277317495862,0.36737308274667,2.91646350025752,0.014354777466893,0.189037897631743,0.097613262755309,0.056584800958701,-1.57152524224268e-08,-1.57152524224268e-08,0.214120281650427,0.111033883550311,0.0285684699491018,0.042643975470667,0.124327270460246,0.0703873337062246,0.0285684699491018,0.15055651843769,0.124327270460246,0.097613262755309,0.097613262755309,0.014354777466893,0.124327270460246,2.76126901124132,0.042643975470667,0.0285684699491018
"ENSG00000101230",1.3334115699462,2.79912638385043,0.34483601749216,1.34484860176739,8.19522575087733,0.111033883550311,0.111033883550311,1.85597713269965,0.903017485552586,1.52104450551416,0.565594316150026,1.31035705625653,1.2750031987187,1.70046322781412,0.400526937297596,0.226513173127315,0.389570020185858,0.790753737122801,0.815589110153214,0.687043882145469,0.389570020185858,0.454178305514821,0.36737308274667,1.16993512650661,0.61353728704226,0.097613262755309,0.201631175400006,0.526083952573338,0.432948244131986,1.41683239866187,0.903017485552586,0.687043882145469,1.03564304866388,0.999978992078611,0.536053105960535,0.696007163345216
"ENSG00000101311",4.63404346602391,5.59816367147567,2.03915474759908,6.6745782963665,1.62761153312023,3.48411652981449,3.13426030595083,0.871834393063062,2.16668406735687,4.5071159923042,4.53609810967821,5.88725782539852,3.47118996729835,5.41654496819326,1.22650323616547,0.863959143812243,1.95607918033573,0.963465713162307,1.28094237366227,1.03564304866388,0.839937669571167,1.44357685217348,1.52104450551416,1.41145617307414,1.53608008337263,0.516027271053183,1.01436395319743,1.70489901882787,1.08407152056007,1.63228437154736,1.85597713269965,1.02145721180734,1.13094532873489,0.575314001522003,1.42222062869628,1.04965224991512
"ENSG00000101825",0.536053105960535,0.137501026492167,3.50589882135781,1.65992519289022,6.00836492491299,1.3334115699462,0.042643975470667,2.40869354335238,0.163501006167216,0.422221894295255,0.137501026492167,2.22344368421691,0.604086653010442,1.16993512650661,0.0703873337062246,0.056584800958701,0.097613262755309,0.201631175400006,0.214120281650427,0.163501006167216,0.056584800958701,0.189037897631743,0.056584800958701,0.250954424227243,0.23879274945159,0.014354777466893,0.0703873337062246,0.137501026492167,0.111033883550311,0.163501006167216,0.189037897631743,0.15055651843769,0.176318284277183,0.650778142954816,0.176318284277183,0.124327270460246
"ENSG00000104879",0.097613262755309,0.097613262755309,0.422221894295255,-1.57152524224268e-08,0.0285684699491018,0.454178305514821,0.042643975470667,1.70489901882787,0.0285684699491018,0.0285684699491018,0.084066966502593,0.097613262755309,0.056584800958701,0.056584800958701,1.65992519289022,0.400526937297596,1.43826774873081,2.02857014719582,1.58014999843117,1.02145721180734,0.516027271053183,0.713697275872429,0.61353728704226,0.226513173127315,1.56070584236227,0.454178305514821,0.201631175400006,0.782420652403773,1.55581607712351,2.76126901124132,1.90303656383075,1.33915294741526,2.34770300007491,1.71810328073022,2.96160237792444,0.933561687638271
"ENSG00000105011",3.97817824941562,2.22344368421691,1.42222062869628,3.15705918161778,5.38159254293733,4.80683329098737,3.84095451733368,4.90057780346086,2.06351787942564,1.83993785709598,1.4750928805228,3.15546088309425,0.641555855297047,2.3219595999007,0.084066966502593,0.15055651843769,0.36737308274667,0.0703873337062246,0.111033883550311,0.084066966502593,0.46467850914319,0.137501026492167,0.097613262755309,0.286877837383047,0.084066966502593,0.34483601749216,0.163501006167216,0.275004448541106,0.263039865293563,0.176318284277183,0.111033883550311,0.097613262755309,0.176318284277183,3.68707511076218,0.23879274945159,0.189037897631743
"ENSG00000105251",9.03395209633972,8.68720073175988,2.86791302816908,9.41800840630173,3.26303045896132,5.07597421667187,7.32034601176001,6.39730073523438,6.95516223339853,7.12585622300465,7.73717077289987,7.60989683064739,5.01439563638025,7.75737638781373,1.15057991651262,2.38131337857397,2.63689262307293,2.37848513614839,2.19850537806687,2.38681200972806,1.84397733731104,3.12265681170132,2.17952911756724,2.65992674445735,2.85402691693653,1.28094237366227,2.09421174085336,2.45677610940394,3.40057276947988,2.30741428060541,2.79912638385043,2.22030027914631,3.03211421975102,0.848008410864909,2.32484105335334,1.79074027417847
"ENSG00000105479",0.0285684699491018,0.214120281650427,0.475073487060687,0.46467850914319,0.575314001522003,0.696007163345216,0.594550175183404,0.46467850914319,0.565594316150026,0.214120281650427,0.632259604337141,0.137501026492167,0.454178305514821,0.46467850914319,3.38953131765988,1.23264484686769,1.02858442607266,0.650778142954816,0.871834393063062,0.485434233746944,4.05398857947312,4.79073267721541,1.15702672914895,0.941119233104861,4.31328073465135,0.41142546871203,1.12432327842558,2.40601497544412,0.41142546871203,0.918387489927324,1.76127530731451,0.214120281650427,1.25095384482465,1.51095873997018,4.20087890356531,0.594550175183404
"ENSG00000105976",0.0703873337062246,0.137501026492167,1.81557820898487,0.475073487060687,1.13094532873489,8.50357655329745,0.097613262755309,1.41683239866187,3.34626666351924,0.650778142954816,1.34484860176739,0.124327270460246,0.36737308274667,0.555816486699967,0.378503428699139,0.084066966502593,0.475073487060687,0.124327270460246,0.41142546871203,0.422221894295255,0.622930175564276,0.056584800958701,0.250954424227243,0.389570020185858,0.226513173127315,0.887510993793534,0.084066966502593,0.75704057655925,0.36737308274667,0.333419236285409,0.739854261639821,0.839937669571167,0.722454405769669,1.14404699153806,0.475073487060687,0.36737308274667
"ENSG00000108821",2.8933249149539,2.46987774939562,8.57907354389856,5.50968635104588,8.5741863654004,6.46985231920203,0.799067951821434,10.1706509999186,0.34483601749216,2.69156361987338,2.93166006586246,1.66903378176793,3.75278412245988,3.44092136460524,0.565594316150026,0.176318284277183,0.696007163345216,0.782420652403773,1.4750928805228,0.856001427942224,2.95794168332328,1.04965224991512,0.432948244131986,1.11767287700506,1.26305953305983,0.713697275872429,1.01436395319743,1.25699756969054,1.15057991651262,0.356134582211424,1.19535379927889,0.659920855917282,1.07726468373127,4.75864800754598,1.66451042249103,1.20162200397468
"ENSG00000109805",2.55824316691155,1.90692277168855,0.669015601438227,2.84394918140855,4.5576364775649,5.0443504006645,2.37848513614839,4.64325846273321,1.3334115699462,1.3045126815928,0.650778142954816,2.63689262307293,0.321936273706465,1.79907181038726,0.0703873337062246,0.124327270460246,0.124327270460246,0.014354777466893,0.137501026492167,0.014354777466893,0.111033883550311,0.124327270460246,0.097613262755309,0.201631175400006,0.0703873337062246,0.0703873337062246,0.201631175400006,0.15055651843769,0.111033883550311,0.124327270460246,0.263039865293563,0.097613262755309,0.084066966502593,0.713697275872429,0.124327270460246,0.15055651843769
"ENSG00000111206",5.0526907984172,3.63926801514536,1.54100091114551,4.95648159068992,5.67351846682396,6.84935357096568,2.53354116114539,6.25282447256044,3.22492263166002,2.90302403093665,2.22030027914631,4.91072785257662,1.07726468373127,3.43828838185508,0.333419236285409,0.41142546871203,0.815589110153214,0.650778142954816,0.815589110153214,0.46467850914319,0.815589110153214,0.713697275872429,0.790753737122801,0.545956163526288,0.475073487060687,0.485434233746944,0.485434233746944,0.622930175564276,0.505893260531457,0.765540375264906,1.01436395319743,1.15057991651262,0.887510993793534,1.42222062869628,0.856001427942224,0.73117441095344
"ENSG00000112559",3.80322227551745,6.22943747742445,4.04524961758759,7.21701992075467,7.55239838773416,6.79117252607,4.28167253832762,7.29749092038285,2.07037204489893,7.02421507774081,5.43393113163166,6.47430167976523,4.12930041110606,6.99107438244193,2.09084237591416,2.17633428040241,2.64613151977242,1.41145617307414,2.21409754439144,1.74417896392558,2.44892779227699,2.96718320674733,2.27200651213102,2.25094868945428,2.56804852523721,2.29274672125266,2.80118215572541,2.29569312572438,1.316157563967,1.9222110122143,1.04965224991512,1.33915294741526,2.46987774939562,4.16506347772149,1.98551202718518,1.76974936089984
"ENSG00000113368",4.803747625933,3.60407647277119,2.80118215572541,4.73823592693271,7.44221115894183,7.13181339538472,2.63227741126396,6.44464224455861,3.43429444310078,4.13175211607765,2.49821716649722,5.08742611626896,1.76127530731451,4.29647536587318,0.863959143812243,0.848008410864909,1.2203239161193,0.807361439533192,1.46467151517696,1.16993512650661,1.43826774873081,1.25699756969054,0.895309498828335,1.54599631650442,1.21410745786343,0.641555855297047,1.33915294741526,1.19535379927889,1.35616177562889,1.46990885738364,1.37852805951426,1.20162200397468,1.38407666062613,3.40464767013393,1.50078148438499,1.29275360629187
"ENSG00000115457",5.91341291214388,4.61178410382648,5.95561214699385,5.48641245259423,9.49789475249335,9.96873902102451,5.85826076792883,10.500295373253,4.93780660112246,4.62406333698669,2.65075519004897,4.69600337467281,3.20002957132205,7.07731194056909,3.07724606796927,2.27200651213102,1.80320917723781,1.81966280068104,1.71810328073022,1.83993785709598,4.08662500114147,4.69321525283864,1.91455959095577,3.21563743656882,4.03125559738786,1.1374837886789,1.83590275001558,2.43831509178304,2.87577109855454,2.19850537806687,2.80529516954724,2.62297171391808,2.21103812803528,6.1362372142387,3.26150745910702,1.23880585206369
"ENSG00000115602",0.0703873337062246,0.163501006167216,0.807361439533192,0.137501026492167,0.0285684699491018,0.137501026492167,0.014354777466893,0.0703873337062246,0.75704057655925,0.042643975470667,0.137501026492167,0.0285684699491018,0.0285684699491018,0.422221894295255,1.07726468373127,1.71371914882577,0.36737308274667,0.0285684699491018,0.124327270460246,1.36177864085372,2.06351787942564,0.014354777466893,0.856001427942224,0.713697275872429,0.111033883550311,5.79646749140176,2.76340091628401,1.97088170336076,2.66902496578121,0.124327270460246,-1.57152524224268e-08,2.39506923839733,0.163501006167216,7.58691590928869,0.34483601749216,-1.57152524224268e-08
"ENSG00000115884",4.36594705311474,1.56560410857404,2.41950065416507,2.29569312572438,6.44563077924125,2.96343323801758,2.71806752767956,4.45219084252337,0.799067951821434,1.10434317316511,0.516027271053183,1.96351109661247,0.2986649344837,1.10434317316511,0.565594316150026,0.201631175400006,0.400526937297596,0.41142546871203,0.722454405769669,0.443614417751655,0.856001427942224,1.06352846791354,0.23879274945159,0.389570020185858,0.650778142954816,0.201631175400006,0.263039865293563,0.526083952573338,0.214120281650427,0.432948244131986,0.545956163526288,0.321936273706465,0.422221894295255,1.89915416758561,0.933561687638271,0.454178305514821
