"","TCGA-DH-A669-02","TCGA-DU-5870-02","TCGA-DU-5872-02","TCGA-DU-6397-02","TCGA-DU-6404-02","TCGA-DU-6407-02","TCGA-DU-7304-02","TCGA-FG-5963-02","TCGA-FG-5965-02","TCGA-FG-A4MT-02","TCGA-TM-A7CF-02","TCGA-TQ-A7RK-02","TCGA-TQ-A7RV-02","TCGA-TQ-A8XE-02","GTEX-11ZVC-0011-R4a-SM-5BC6Z","GTEX-12WS9-0011-R4b-SM-5P9EU","GTEX-12WSD-0011-R4b-SM-5LZUA","GTEX-1313W-0011-R4b-SM-5KLZV","GTEX-131YS-0011-R4a-SM-5DUVL","GTEX-13O3O-0011-R4b-SM-5KM3F","GTEX-13OVJ-0011-R4b-SM-5P9H5","GTEX-13QIC-0011-R4a-SM-5PNX8","GTEX-13SLX-0011-R4a-SM-5O9BJ","GTEX-13X6K-0011-R4b-SM-5P9HO","GTEX-145LS-0011-R4b-SM-5S2UT","GTEX-145MI-0011-R4b-SM-5PNZH","GTEX-14BIM-0011-R4b-SM-5S2RK","GTEX-N7MT-0011-R4a-SM-2I3G9","GTEX-NPJ7-0011-R4a-SM-2I3GJ","GTEX-Q2AG-0011-R4A-SM-2HMKA","GTEX-QVJO-0011-R4A-SM-2S1QL","GTEX-QVUS-0011-R4A-SM-3GAE7","GTEX-RNOR-0011-R4A-SM-3GAD3","GTEX-X4EP-0011-R4B-SM-3P627","GTEX-YFC4-0011-R4a-SM-4RGLQ","GTEX-ZVZQ-0011-R4b-SM-57WCZ"
"ENSG00000007968",2.15379411159907,0.790753737122801,0.310339138816876,1.49567519477961,2.8032384178182,4.00451317156957,2.38681200972806,2.618197618063,0.46467850914319,0.903017485552586,0.378503428699139,2.06001858055482,0.0703873337062246,1.55581607712351,-1.57152524224268e-08,0.056584800958701,0.014354777466893,0.014354777466893,0.056584800958701,-1.57152524224268e-08,0.0703873337062246,0.0285684699491018,0.0285684699491018,-1.57152524224268e-08,0.014354777466893,0.056584800958701,0.042643975470667,0.0285684699491018,0.042643975470667,0.0285684699491018,0.042643975470667,-1.57152524224268e-08,0.056584800958701,0.722454405769669,0.042643975470667,0.0285684699491018
"ENSG00000034239",0.176318284277183,0.15055651843769,1.12432327842558,0.275004448541106,2.20790211826343,0.15055651843769,0.124327270460246,1.21410745786343,1.44357685217348,1.85996139538859,0.084066966502593,0.111033883550311,1.04965224991512,0.34483601749216,4.19378732080956,1.55086892242504,1.68705420958949,0.516027271053183,1.40596736413339,1.25699756969054,4.52605180705574,5.26526980540782,1.63228437154736,1.53608008337263,4.69100413766103,0.443614417751655,1.33915294741526,2.61116770290487,0.389570020185858,2.73555879226794,1.43826774873081,1.42222062869628,1.90303656383075,0.773987400246651,4.44093147286714,1.15057991651262
"ENSG00000041982",3.40057276947988,3.96254260511981,6.05031332813208,2.84196942271067,1.42762084508111,7.25248312846104,0.545956163526288,8.18256922860477,2.72468599817093,4.30891223633137,5.99389420413238,5.61530490570596,6.20358945559086,6.30484639020678,1.84397733731104,0.189037897631743,1.51095873997018,2.27200651213102,2.89531587394452,0.505893260531457,3.38401392438892,1.45416559780401,1.83993785709598,2.59929902430511,1.45416559780401,0.856001427942224,1.45416559780401,1.25095384482465,1.52104450551416,0.275004448541106,1.32768516058368,1.70927139405878,1.98910263322268,2.47250123070552,1.26902261495692,1.79074027417847
"ENSG00000053438",4.82631716937621,1.23880585206369,1.89527558947069,3.94953734184822,0.823748155783488,1.46467151517696,3.29424795728056,1.96351109661247,6.24946906506045,6.45927335753621,3.9344838200352,3.05830768999818,6.46747939082705,0.505893260531457,6.1527999715606,5.49472358416213,8.04705952946036,7.89775605435624,9.65189267108764,7.8926774555907,6.70240612534005,8.42898785881268,7.43753820089744,6.23940346650679,8.18964487515414,4.2629909774381,9.1975567970207,7.96139419874844,4.9556105567533,8.68201335706393,7.30484404689526,6.31037576273622,8.19084077086465,3.60646304813282,7.93290997179846,7.93271078947514
"ENSG00000064270",1.45416559780401,0.687043882145469,0.443614417751655,0.992789863159715,0.356134582211424,1.16349700625866,0.454178305514821,0.163501006167216,1.25095384482465,0.678058046144846,1.16349700625866,0.263039865293563,0.263039865293563,0.790753737122801,2.13753521031542,1.51095873997018,2.83190529454906,1.89527558947069,3.20002957132205,1.99996750008998,2.81352706120727,2.69376185992401,2.60406090751291,1.81557820898487,2.76766635653565,1.43297002846825,2.42226636696182,2.23572075584123,1.51602942637938,2.66902496578121,1.87579463644099,1.1763404737818,2.40049914487118,1.73548787434457,3.09250915035378,2.91264647515506
"ENSG00000064300",2.87775827394702,3.558250156143,3.51219335940077,3.73224109064542,7.8826200614057,4.44560646145842,1.11767287700506,7.51311149142009,1.39508960137226,2.62758119843743,2.68260791167126,1.99996750008998,2.25395199079054,3.33346771909399,0.58496834289468,0.799067951821434,0.659920855917282,0.475073487060687,0.594550175183404,0.992789863159715,2.6064012113366,0.485434233746944,0.275004448541106,0.895309498828335,0.565594316150026,1.91838347942934,0.594550175183404,2.03559855273602,0.863959143812243,1.1763404737818,0.74845040866995,0.815589110153214,1.25095384482465,4.08238998468567,0.739854261639821,0.356134582211424
"ENSG00000066279",1.86786983046505,1.2203239161193,0.454178305514821,1.84802118315295,3.60169025073284,4.72245314137086,1.25095384482465,4.39231720578115,1.82375196204106,0.782420652403773,0.389570020185858,1.88358990201224,0.163501006167216,1.31035705625653,0.014354777466893,0.014354777466893,0.0703873337062246,0.056584800958701,0.0703873337062246,0.0285684699491018,0.0703873337062246,-1.57152524224268e-08,0.014354777466893,0.056584800958701,0.056584800958701,0.014354777466893,0.042643975470667,0.0703873337062246,0.014354777466893,0.084066966502593,0.163501006167216,0.056584800958701,0.0703873337062246,0.41142546871203,0.084066966502593,0.084066966502593
"ENSG00000070729",0.042643975470667,0.111033883550311,0.176318284277183,0.097613262755309,-1.57152524224268e-08,0.0703873337062246,-1.57152524224268e-08,0.097613262755309,0.807361439533192,1.49567519477961,0.176318284277183,-1.57152524224268e-08,1.06352846791354,0.042643975470667,0.422221894295255,0.475073487060687,1.93356771560166,1.54100091114551,3.18426425280375,1.8278456852217,0.137501026492167,0.622930175564276,1.35049804607797,0.918387489927324,1.41145617307414,0.23879274945159,1.69154071730928,1.94110717543363,0.565594316150026,2.51602135120776,2.65075519004897,1.67810000565871,1.46467151517696,0.641555855297047,1.00720405356329,1.97819056562232
"ENSG00000075218",2.53105923121405,1.88358990201224,0.722454405769669,2.91455479490485,3.76343501869922,4.89381247548654,0.848008410864909,4.83287826669584,1.22650323616547,1.49057880116246,0.992789863159715,2.5184978518275,0.41142546871203,2.01793533248056,0.0703873337062246,0.0285684699491018,0.056584800958701,0.0703873337062246,0.189037897631743,0.056584800958701,0.163501006167216,0.084066966502593,0.084066966502593,0.111033883550311,0.250954424227243,0.111033883550311,-1.57152524224268e-08,0.275004448541106,0.124327270460246,0.176318284277183,0.378503428699139,0.189037897631743,0.137501026492167,0.856001427942224,0.176318284277183,0.163501006167216
"ENSG00000080986",2.90692383384776,2.44092581868134,1.09761144090414,3.13257661075994,4.72024024302362,5.14890523086531,2.71145448776034,5.19810448902194,2.03915474759908,1.65534669028002,1.12432327842558,2.75061766347163,0.250954424227243,2.23879443524598,0.097613262755309,0.097613262755309,0.042643975470667,0.097613262755309,0.0703873337062246,-1.57152524224268e-08,0.084066966502593,0.042643975470667,0.084066966502593,0.084066966502593,0.0285684699491018,0.0285684699491018,0.0703873337062246,0.111033883550311,0.189037897631743,0.056584800958701,0.356134582211424,-1.57152524224268e-08,-1.57152524224268e-08,1.56070584236227,0.23879274945159,0.0285684699491018
"ENSG00000087245",4.66275239618373,4.02768806225288,6.66031981956065,6.2172032766142,8.06728338911903,5.7114708521333,4.2241533046599,7.89437031347348,2.6064012113366,4.49822582837826,2.56314415148923,4.284708348308,3.99363791276774,5.41918187392418,1.02858442607266,0.948623484540484,1.24487053134374,1.34484860176739,1.76127530731451,1.20162200397468,1.37852805951426,2.09421174085336,0.925999887478698,1.68705420958949,2.34481025254884,0.321936273706465,0.985488023405897,1.95236818873776,1.29275360629187,1.13094532873489,2.36734664128726,1.45944493660552,1.851997059571,3.04792795257595,1.58494838220413,1.54599631650442
"ENSG00000087303",3.69039621107896,3.01080391559576,3.11433807839975,4.22500521154251,7.9341050681084,3.51219335940077,0.042643975470667,5.17310996304824,1.87579463644099,1.6415156956281,1.5058976541285,1.81149819478023,1.48542799702022,2.8032384178182,1.28689866693004,0.34483601749216,1.1374837886789,1.21410745786343,1.66451042249103,1.05660092680878,1.39508960137226,1.73115071789089,0.696007163345216,1.44357685217348,1.57044449766898,0.678058046144846,0.594550175183404,1.03564304866388,1.01436395319743,1.23880585206369,1.55086892242504,0.918387489927324,1.60879075561249,3.3044911466901,1.60879075561249,1.59456907969164
"ENSG00000088325",4.73496333177651,3.18907176851133,1.59456907969164,4.41070490263012,5.79725311577962,6.57183043585427,3.68144915866581,6.19037192697936,2.9981965225103,2.97267992501485,1.83993785709598,4.1144070265885,0.970849567099916,3.28984771168403,0.176318284277183,0.15055651843769,0.422221894295255,0.575314001522003,0.687043882145469,0.485434233746944,0.443614417751655,0.321936273706465,0.310339138816876,0.555816486699967,0.516027271053183,0.124327270460246,0.286877837383047,0.263039865293563,0.545956163526288,1.04263163829409,0.879715956322992,0.516027271053183,0.678058046144846,1.14404699153806,0.722454405769669,0.575314001522003
"ENSG00000088882",6.43080358659212,6.95059932690016,3.83797783396548,5.75405551370552,6.20043287902441,6.37714420986747,6.26022647271186,7.53648400958178,2.82168087061018,4.78658809606462,0.687043882145469,4.65535686409857,2.84394918140855,6.22973348354774,0.454178305514821,0.275004448541106,0.910726136775185,0.516027271053183,0.41142546871203,0.36737308274667,0.594550175183404,1.316157563967,0.848008410864909,0.641555855297047,0.669015601438227,0.275004448541106,0.41142546871203,0.422221894295255,0.46467850914319,0.310339138816876,0.111033883550311,0.622930175564276,0.594550175183404,3.25094121004411,0.61353728704226,0.565594316150026
"ENSG00000089685",5.46207202862716,3.28832145228404,1.31035705625653,4.15949266818947,5.68087203981946,6.12450691656834,4.93258292772628,6.09907961526993,2.9981965225103,2.7290163860787,1.91073935298203,4.71696924695326,0.632259604337141,3.00003412413122,0.214120281650427,0.310339138816876,0.214120281650427,0.042643975470667,0.2986649344837,0.137501026492167,0.226513173127315,0.250954424227243,0.214120281650427,0.263039865293563,0.176318284277183,1.04263163829409,0.111033883550311,0.475073487060687,0.250954424227243,0.226513173127315,0.839937669571167,0.214120281650427,0.0285684699491018,1.51602942637938,0.137501026492167,0.176318284277183
"ENSG00000090382",2.06351787942564,3.58738036815251,9.82898547423295,4.60881089511903,2.62992893710354,4.28613150309387,0.999978992078611,5.2265176357217,0.933561687638271,2.26606097374447,0.23879274945159,1.20162200397468,2.34770300007491,2.6758556596795,2.74414833089582,1.11767287700506,0.918387489927324,0.839937669571167,1.7739941452655,0.887510993793534,1.48542799702022,1.59456907969164,0.831879674807896,1.96715755954969,1.37852805951426,1.16993512650661,1.07038174207073,2.13753521031542,1.316157563967,0.933561687638271,2.41413539289287,1.35049804607797,1.74846260915353,5.35680646707223,2.58253191973836,1.07038174207073
"ENSG00000090889",2.66220029322413,1.59932433604982,0.432948244131986,3.21260345069015,4.13335529011771,4.87033571488375,1.56070584236227,5.00179920999322,2.12433542541297,1.33915294741526,0.650778142954816,2.20790211826343,0.545956163526288,1.16349700625866,0.73117441095344,0.084066966502593,0.15055651843769,0.15055651843769,0.250954424227243,0.111033883550311,0.696007163345216,0.970849567099916,0.163501006167216,0.176318284277183,0.773987400246651,0.0703873337062246,0.15055651843769,0.23879274945159,0.137501026492167,0.2986649344837,0.2986649344837,0.176318284277183,0.333419236285409,0.565594316150026,0.790753737122801,0.201631175400006
