"","target","p","padj"
"DYRK1B","DYRK1B",0.114,1
"ESRRB","ESRRB",0.115,1
"GPER","GPER",0.115,1
"SHBG","SHBG",0.115,1
"SLC6A3","SLC6A3",0.116,1
"MAP4K5","MAP4K5",0.119,1
"MAPK11","MAPK11",0.124,1
"ADORA3","ADORA3",0.126,1
"MAPK10","MAPK10",0.126,1
"BMX","BMX",0.127,1
"PIK3R1","PIK3R1",0.127,1
"PRKDC","PRKDC",0.134,1
"AURKA","AURKA",0.135,1
"GRM5","GRM5",0.135,1
"YES1","YES1",0.135,1
"CCND1","CCND1",0.136,1
"NR0B1","NR0B1",0.136,1
"DDR1","DDR1",0.138,1
"NTRK2","NTRK2",0.138,1
"PIM3","PIM3",0.139,1
"DAPK3","DAPK3",0.142,1
"ERBB2","ERBB2",0.142,1
"EPHB2","EPHB2",0.143,1
"RIPK2","RIPK2",0.143,1
"ACVR1","ACVR1",0.144,1
"CCND2","CCND2",0.149,1
"CCND3","CCND3",0.149,1
"FLT4","FLT4",0.151,1
"CCR2","CCR2",0.152,1
"CYP2C8","CYP2C8",0.152,1
"THRA","THRA",0.152,1
"THRB","THRB",0.152,1
"TEK","TEK",0.161,1
"BLK","BLK",0.162,1
"FLT3","FLT3",0.166,1
"LTK","LTK",0.178,1
"EPHB4","EPHB4",0.183,1
"CNR1","CNR1",0.186,1
"MAPK14","MAPK14",0.187,1
"SIK2","SIK2",0.19,1
"PSMB1","PSMB1",0.191,1
"PSMB2","PSMB2",0.191,1
"PSMB5","PSMB5",0.191,1
"CDK8","CDK8",0.195,1
"FGFR4","FGFR4",0.195,1
"TNF","TNF",0.195,1
"TNKS2","TNKS2",0.198,1
"CSF1R","CSF1R",0.202,1
"TACR2","TACR2",0.202,1
"MINK1","MINK1",0.203,1
"FLT1","FLT1",0.213,1
"MET","MET",0.213,1
"PTK2","PTK2",0.213,1
"ROCK2","ROCK2",0.219,1
"STAT3","STAT3",0.222,1
"HSP90AA1","HSP90AA1",0.224,1
"HSP90AB1","HSP90AB1",0.224,1
"MAP3K10","MAP3K10",0.228,1
"ZAK","ZAK",0.228,1
"FGFR3","FGFR3",0.236,1
"SCN9A","SCN9A",0.239,1
"IRAK4","IRAK4",0.243,1
"MELK","MELK",0.245,1
"PAK1","PAK1",0.245,1
"MAP2K2","MAP2K2",0.246,1
"MCL1","MCL1",0.251,1
"SRC","SRC",0.253,1
"JAK3","JAK3",0.254,1
"PARP2","PARP2",0.256,1
"TNK2","TNK2",0.259,1
"KDR","KDR",0.26,1
"HTR4","HTR4",0.263,1
"HSD17B1","HSD17B1",0.264,1
"BCL2","BCL2",0.265,1
"BCL2L1","BCL2L1",0.265,1
"CSNK1A1","CSNK1A1",0.265,1
"LYN","LYN",0.265,1
"ADORA2B","ADORA2B",0.268,1
"NOX1","NOX1",0.277,1
"HCK","HCK",0.279,1
"MARK4","MARK4",0.282,1
"PRKCZ","PRKCZ",0.282,1
"FER","FER",0.287,1
"F2","F2",0.293,1
"GRM1","GRM1",0.293,1
"DYRK3","DYRK3",0.297,1
"FES","FES",0.297,1
"TEC","TEC",0.297,1
"TXK","TXK",0.297,1
"PRKX","PRKX",0.301,1
"ESRRA","ESRRA",0.305,1
"PKN2","PKN2",0.306,1
"CASP1","CASP1",0.307,1
"TOP1","TOP1",0.307,1
"SLK","SLK",0.312,1
"TOP2A","TOP2A",0.312,1
"BRSK1","BRSK1",0.315,1
"RPS6KB1","RPS6KB1",0.315,1
"CDK6","CDK6",0.316,1
"ABCG2","ABCG2",0.318,1
"CLK2","CLK2",0.324,1
"RPS6KA3","RPS6KA3",0.324,1
"AOX1","AOX1",0.325,1
"CSNK1D","CSNK1D",0.326,1
"CDK7","CDK7",0.328,1
"EBP","EBP",0.333,1
"SLC6A2","SLC6A2",0.335,1
"F3","F3",0.337,1
"SRMS","SRMS",0.34,1
"MTOR","MTOR",0.341,1
"CCR4","CCR4",0.35,1
"CDK4","CDK4",0.353,1
"AXL","AXL",0.354,1
"ESR2","ESR2",0.361,1
"OPRK1","OPRK1",0.365,1
"PRKD2","PRKD2",0.372,1
"XBP1","XBP1",0.374,1
"EIF2AK2","EIF2AK2",0.376,1
"OPRD1","OPRD1",0.377,1
"OPRM1","OPRM1",0.377,1
"CYP1A2","CYP1A2",0.38,1
"PRKD3","PRKD3",0.38,1
"ERBB4","ERBB4",0.384,1
"GPR55","GPR55",0.385,1
"MAP4K2","MAP4K2",0.387,1
"SMO","SMO",0.39,1
"ADRA2A","ADRA2A",0.391,1
"CHRM1","CHRM1",0.393,1
"FGFR2","FGFR2",0.394,1
"CCNE1","CCNE1",0.399,1
"CCNH","CCNH",0.399,1
"OPRL1","OPRL1",0.4,1
"TYK2","TYK2",0.403,1
"PTK6","PTK6",0.404,1
"SLC6A4","SLC6A4",0.405,1
"CA3","CA3",0.41,1
"PRKCB","PRKCB",0.411,1
"CHEK1","CHEK1",0.412,1
"NEK4","NEK4",0.414,1
"PHKG2","PHKG2",0.414,1
"PRKG1","PRKG1",0.414,1
"ZAP70","ZAP70",0.414,1
"ADRB1","ADRB1",0.415,1
"BDKRB2","BDKRB2",0.415,1
"MC3R","MC3R",0.415,1
"MC4R","MC4R",0.415,1
"MC5R","MC5R",0.415,1
"INSR","INSR",0.417,1
"PLK1","PLK1",0.425,1
"HIPK2","HIPK2",0.429,1
"NR3C1","NR3C1",0.431,1
"JAK2","JAK2",0.433,1
"ATP1A1","ATP1A1",0.436,1
"ATP1A2","ATP1A2",0.436,1
"ATP1A3","ATP1A3",0.436,1
"ATP1A4","ATP1A4",0.436,1
"ATP1B1","ATP1B1",0.436,1
"ATP1B2","ATP1B2",0.436,1
"ATP1B3","ATP1B3",0.436,1
"FXYD2","FXYD2",0.436,1
"RORC","RORC",0.436,1
"AR","AR",0.437,1
"NR1H4","NR1H4",0.439,1
"NR1I2","NR1I2",0.439,1
"HTR3B","HTR3B",0.44,1
"HTR3C","HTR3C",0.44,1
"HTR3D","HTR3D",0.44,1
"HTR3E","HTR3E",0.44,1
"PDPK1","PDPK1",0.447,1
"SLC22A11","SLC22A11",0.449,1
"SLC22A6","SLC22A6",0.449,1
"SLC22A8","SLC22A8",0.449,1
"ESR1","ESR1",0.456,1
"AURKB","AURKB",0.459,1
"TUBA1A","TUBA1A",0.459,1
"TUBA1B","TUBA1B",0.459,1
"TUBA1C","TUBA1C",0.459,1
"TUBA3C","TUBA3C",0.459,1
"TUBA3D","TUBA3D",0.459,1
"TUBA3E","TUBA3E",0.459,1
"TUBA4A","TUBA4A",0.459,1
"TUBB","TUBB",0.459,1
"TUBB1","TUBB1",0.459,1
"TUBB2A","TUBB2A",0.459,1
"TUBB2B","TUBB2B",0.459,1
"TUBB2C","TUBB2C",0.459,1
"TUBB3","TUBB3",0.459,1
"TUBB4","TUBB4",0.459,1
"TUBB6","TUBB6",0.459,1
"TUBB8","TUBB8",0.459,1
"PTGS1","PTGS1",0.465,1
"","",0.469,1
"ADCY1","ADCY1",0.475,1
"SLC22A3","SLC22A3",0.49,1
"PTK2B","PTK2B",0.497,1
"IGF1R","IGF1R",0.499,1
"ABCC1","ABCC1",0.502,1
"CCNE2","CCNE2",0.503,1
"PRKCI","PRKCI",0.503,1
"PRKD1","PRKD1",0.503,1
"SSTR4","SSTR4",0.503,1
"PARP1","PARP1",0.505,1
"MKNK2","MKNK2",0.506,1
"TNKS","TNKS",0.506,1
"MAOA","MAOA",0.51,1
"ABCC2","ABCC2",0.513,1
"SLCO2B1","SLCO2B1",0.513,1
"CTSB","CTSB",0.515,1
"CTSK","CTSK",0.515,1
"CNR2","CNR2",0.517,1
"PLK4","PLK4",0.517,1
"TRPV1","TRPV1",0.517,1
"CHRM4","CHRM4",0.518,1
"PI4KB","PI4KB",0.522,1
"PIK3C2B","PIK3C2B",0.522,1
"PIK3C3","PIK3C3",0.522,1
"HTR3A","HTR3A",0.524,1
"CCNA2","CCNA2",0.526,1
"CDK9","CDK9",0.536,1
"ROCK1","ROCK1",0.536,1
"TGFBR1","TGFBR1",0.541,1
"CA1","CA1",0.543,1
"CA12","CA12",0.543,1
"CA14","CA14",0.543,1
"CA2","CA2",0.543,1
"CA4","CA4",0.543,1
"CA5A","CA5A",0.543,1
"CA5B","CA5B",0.543,1
"CA6","CA6",0.543,1
"CA7","CA7",0.543,1
"CA9","CA9",0.543,1
"MMP14","MMP14",0.543,1
"MMP8","MMP8",0.543,1
"CHRM3","CHRM3",0.545,1
"CHRM5","CHRM5",0.545,1
"CHRM2","CHRM2",0.547,1
"RAF1","RAF1",0.554,1
"HRH4","HRH4",0.555,1
"NISCH","NISCH",0.558,1
"ADRA2B","ADRA2B",0.56,1
"ALOX5","ALOX5",0.562,1
"ADRB3","ADRB3",0.564,1
"SLCO1B3","SLCO1B3",0.568,1
"TOP2B","TOP2B",0.568,1
"MARK3","MARK3",0.574,1
"CHRNA3","CHRNA3",0.575,1
"CHRNA4","CHRNA4",0.575,1
"CHRNA7","CHRNA7",0.575,1
"CHRNB2","CHRNB2",0.575,1
"GRK5","GRK5",0.589,1
"DYRK1A","DYRK1A",0.592,1
"CDK2","CDK2",0.599,1
"PRKCD","PRKCD",0.605,1
"MARK2","MARK2",0.606,1
"CAMK2A","CAMK2A",0.607,1
"LTA4H","LTA4H",0.613,1
"KARS","KARS",0.618,1
"DHCR7","DHCR7",0.619,1
"CA13","CA13",0.621,1
"CHEK2","CHEK2",0.623,1
"SIRT1","SIRT1",0.623,1
"SIRT2","SIRT2",0.623,1
"AKR1B1","AKR1B1",0.631,1
"AKT1","AKT1",0.631,1
"ALOX12","ALOX12",0.631,1
"ALOX15","ALOX15",0.631,1
"AMY1A","AMY1A",0.631,1
"AMY1B","AMY1B",0.631,1
"AMY1C","AMY1C",0.631,1
"AMY2A","AMY2A",0.631,1
"AVPR2","AVPR2",0.631,1
"CXCR1","CXCR1",0.631,1
"CYP19A1","CYP19A1",0.631,1
"CYP1A1","CYP1A1",0.631,1
"CYP1B1","CYP1B1",0.631,1
"GLO1","GLO1",0.631,1
"GPR35","GPR35",0.631,1
"HSD17B2","HSD17B2",0.631,1
"NOX4","NOX4",0.631,1
"PKN1","PKN1",0.631,1
"PLA2G1B","PLA2G1B",0.631,1
"PLAU","PLAU",0.631,1
"PTPN1","PTPN1",0.631,1
"XDH","XDH",0.631,1
"CDK5","CDK5",0.632,1
"HTR1D","HTR1D",0.632,1
"DRD4","DRD4",0.633,1
"ACHE","ACHE",0.634,1
"SYK","SYK",0.636,1
"SLC47A1","SLC47A1",0.637,1
"DPP4","DPP4",0.638,1
"SLC47A2","SLC47A2",0.651,1
"FRK","FRK",0.664,1
"NR3C2","NR3C2",0.665,1
"CCNT1","CCNT1",0.671,1
"PRKCA","PRKCA",0.671,1
"PRKCE","PRKCE",0.671,1
"PRKCH","PRKCH",0.671,1
"MMP1","MMP1",0.674,1
"MMP2","MMP2",0.674,1
"PDE2A","PDE2A",0.674,1
"SLC29A1","SLC29A1",0.674,1
"KCNH2","KCNH2",0.68,1
"ADORA1","ADORA1",0.686,1
"ADORA2A","ADORA2A",0.686,1
"PDE3B","PDE3B",0.687,1
"ADRA1B","ADRA1B",0.692,1
"IDO1","IDO1",0.692,1
"FABP2","FABP2",0.693,1
"GPBAR1","GPBAR1",0.693,1
"SOAT1","SOAT1",0.693,1
"SIGMAR1","SIGMAR1",0.695,1
"FKBP1A","FKBP1A",0.698,1
"ADRA2C","ADRA2C",0.704,1
"MMP12","MMP12",0.708,1
"MMP13","MMP13",0.708,1
"MMP3","MMP3",0.708,1
"MMP9","MMP9",0.708,1
"EBPL","EBPL",0.714,1
"DRD1","DRD1",0.716,1
"TLR9","TLR9",0.716,1
"RXRA","RXRA",0.719,1
"CYP2C9","CYP2C9",0.73,1
"TBXAS1","TBXAS1",0.734,1
"MAPK3","MAPK3",0.743,1
"CAMK2B","CAMK2B",0.745,1
"DRD2","DRD2",0.747,1
"HRH2","HRH2",0.749,1
"IRAK1","IRAK1",0.757,1
"PRKACA","PRKACA",0.757,1
"SRPK1","SRPK1",0.757,1
"STK17A","STK17A",0.757,1
"TBK1","TBK1",0.757,1
"TSSK1B","TSSK1B",0.757,1
"HTR2B","HTR2B",0.758,1
"ABCB1","ABCB1",0.76,1
"PRKCQ","PRKCQ",0.762,1
"CYP2C19","CYP2C19",0.764,1
"CDK5R1","CDK5R1",0.769,1
"CACNA1B","CACNA1B",0.77,1
"HTR2C","HTR2C",0.778,1
"HIF1A","HIF1A",0.78,1
"JAK1","JAK1",0.793,1
"SLC22A1","SLC22A1",0.8,1
"SLCO1B1","SLCO1B1",0.805,1
"ADRA1A","ADRA1A",0.809,1
"ESRRG","ESRRG",0.81,1
"PLD1","PLD1",0.81,1
"PLD2","PLD2",0.81,1
"CAMK2D","CAMK2D",0.811,1
"CAMK2G","CAMK2G",0.811,1
"CYP2D6","CYP2D6",0.813,1
"CDC42BPA","CDC42BPA",0.814,1
"PRNP","PRNP",0.822,1
"HIPK4","HIPK4",0.823,1
"SLC22A2","SLC22A2",0.824,1
"PDE5A","PDE5A",0.83,1
"TACR1","TACR1",0.83,1
"HRH3","HRH3",0.832,1
"MAPK1","MAPK1",0.832,1
"PGR","PGR",0.834,1
"CCNA1","CCNA1",0.842,1
"CYP2B6","CYP2B6",0.842,1
"CYP2B7P1","CYP2B7P1",0.842,1
"HTR7","HTR7",0.843,1
"PRKCG","PRKCG",0.843,1
"MAPKAPK2","MAPKAPK2",0.852,1
"GSK3B","GSK3B",0.858,1
"DRD3","DRD3",0.872,1
"CCNB1","CCNB1",0.877,1
"MAOB","MAOB",0.881,1
"CYP3A4","CYP3A4",0.883,1
"HTR6","HTR6",0.884,1
"HRH1","HRH1",0.899,1
"BRAF","BRAF",0.9,1
"HTR1A","HTR1A",0.901,1
"ABCB11","ABCB11",0.903,1
"STK3","STK3",0.903,1
"BACE1","BACE1",0.904,1
"HTR5A","HTR5A",0.905,1
"CSNK2A1","CSNK2A1",0.907,1
"RARA","RARA",0.907,1
"RARB","RARB",0.907,1
"RARG","RARG",0.907,1
"HTR2A","HTR2A",0.908,1
"CAMKK2","CAMKK2",0.913,1
"CSNK1G1","CSNK1G1",0.913,1
"CSNK1G2","CSNK1G2",0.913,1
"SGK2","SGK2",0.913,1
"ABCC4","ABCC4",0.922,1
"PDE10A","PDE10A",0.922,1
"PDE11A","PDE11A",0.922,1
"PDE4A","PDE4A",0.922,1
"PDE4B","PDE4B",0.922,1
"PDE4C","PDE4C",0.922,1
"PDE4D","PDE4D",0.922,1
"PDE6A","PDE6A",0.922,1
"PDE6B","PDE6B",0.922,1
"PDE6C","PDE6C",0.922,1
"PDE6D","PDE6D",0.922,1
"PDE6G","PDE6G",0.922,1
"PDE6H","PDE6H",0.922,1
"PDE7A","PDE7A",0.922,1
"HMGCR","HMGCR",0.924,1
"SCN1A","SCN1A",0.924,1
"SCN2A","SCN2A",0.924,1
"SCN3A","SCN3A",0.924,1
"CCNB2","CCNB2",0.943,1
"CCNB3","CCNB3",0.943,1
"PDE1A","PDE1A",0.944,1
"PDE1B","PDE1B",0.944,1
"PDE1C","PDE1C",0.944,1
"PDE3A","PDE3A",0.944,1
"ADRA1D","ADRA1D",0.947,1
"ADRB2","ADRB2",0.952,1
"CDK1","CDK1",0.965,1
"BCHE","BCHE",0.982,1
"PIM1","PIM1",0.984,1
"GSK3A","GSK3A",0.987,1
