"","TCGA-DH-A669-02","TCGA-DU-5870-02","TCGA-DU-5872-02","TCGA-DU-6397-02","TCGA-DU-6404-02","TCGA-DU-6407-02","TCGA-DU-7304-02","TCGA-FG-5963-02","TCGA-FG-5965-02","TCGA-FG-A4MT-02","TCGA-TM-A7CF-02","TCGA-TQ-A7RK-02","TCGA-TQ-A7RV-02","TCGA-TQ-A8XE-02","GTEX-12WSA-0011-R4a-SM-57WB7","GTEX-12WSD-0011-R4b-SM-5LZUA","GTEX-12WSF-0011-R4b-SM-5HL88","GTEX-12ZZW-0011-R4a-SM-5DUX9","GTEX-12ZZZ-0011-R4b-SM-5DUV7","GTEX-13112-0011-R4b-SM-5DUXL","GTEX-1313W-0011-R4b-SM-5KLZV","GTEX-131XH-0011-R4b-SM-5DUWB","GTEX-131YS-0011-R4a-SM-5DUVL","GTEX-1399T-0011-R4b-SM-5DUVX","GTEX-139T8-0011-R4a-SM-5HL54","GTEX-139UC-0011-R4a-SM-5K7XM","GTEX-13CZV-0011-R4b-SM-5J2NY","GTEX-13FLV-0011-R4a-SM-5LZYU","GTEX-13JVG-0011-R4a-SM-5MR4C","GTEX-13N1W-0011-R4a-SM-5MR52","GTEX-13N2G-0011-R4b-SM-5MR54","GTEX-13NYS-0011-R4b-SM-5MR3O","GTEX-13O3O-0011-R4b-SM-5KM3F","GTEX-13O3Q-0011-R4a-SM-5P9H2","GTEX-13OVH-0011-R4a-SM-5KM3W","GTEX-13OVJ-0011-R4b-SM-5P9H5","GTEX-13OVL-0011-R4b-SM-5L3HV","GTEX-13OW5-0011-R4b-SM-5L3HS","GTEX-13OW6-0011-R4a-SM-5O9DX","GTEX-13OW7-0011-R4b-SM-5O9CX","GTEX-13QIC-0011-R4a-SM-5PNX8","GTEX-13RTJ-0011-R4b-SM-5PNX1","GTEX-13SLW-0011-R4b-SM-5S2W2","GTEX-13SLX-0011-R4a-SM-5O9BJ","GTEX-13VXU-0011-R4b-SM-5O9CI","GTEX-13X6J-0011-R4b-SM-5P9K4","GTEX-13X6K-0011-R4b-SM-5P9HO","GTEX-1445S-0011-R4a-SM-5PNWN","GTEX-144GL-0011-R4a-SM-5PNUI","GTEX-145LS-0011-R4b-SM-5S2UT","GTEX-145MI-0011-R4b-SM-5PNZH","GTEX-147GR-0011-R4a-SM-5S2V2","GTEX-14ABY-0011-R4b-SM-5S2VN","GTEX-14BIM-0011-R4b-SM-5S2RK","GTEX-N7MS-0011-R4a-SM-2HMKW","GTEX-N7MT-0011-R4a-SM-2I3G9","GTEX-NPJ7-0011-R4a-SM-2I3GJ","GTEX-NPJ8-0011-R4a-SM-2HML3","GTEX-P44G-0011-R4A-SM-2I3FB","GTEX-P44H-0011-R4A-SM-2XCEW","GTEX-Q2AG-0011-R4A-SM-2HMKA","GTEX-QMR6-0011-R4A-SM-32PKU","GTEX-QVJO-0011-R4A-SM-2S1QL","GTEX-QVUS-0011-R4A-SM-3GAE7","GTEX-RNOR-0011-R4A-SM-3GAD3","GTEX-RVPU-0011-R4A-SM-2TF6X","GTEX-RVPU-0011-R4A-SM-5SI8K","GTEX-S7SE-0011-R4A-SM-2XCDB","GTEX-T6MN-0011-R4A-SM-32QPG","GTEX-T6MN-0011-R4A-SM-5CHSD","GTEX-WHSE-0011-R4A-SM-3P5ZN","GTEX-WVLH-0011-R4A-SM-3MJFS","GTEX-WZTO-0011-R4A-SM-3NMC7","GTEX-X4EP-0011-R4B-SM-3P627","GTEX-X4XX-0011-R4B-SM-46MWL","GTEX-X585-0011-R4B-SM-46MVH","GTEX-XLM4-0011-R4B-SM-4AT5C","GTEX-YFC4-0011-R4a-SM-4RGLQ","GTEX-ZE9C-0011-R4a-SM-4WKH6","GTEX-ZVZQ-0011-R4b-SM-57WCZ"
"ENSG00000007968",2.15379411159907,0.790753737122801,0.310339138816876,1.49567519477961,2.8032384178182,4.00451317156957,2.38681200972806,2.618197618063,0.46467850914319,0.903017485552586,0.378503428699139,2.06001858055482,0.0703873337062246,1.55581607712351,0.014354777466893,0.014354777466893,0.014354777466893,0.042643975470667,0.014354777466893,0.0285684699491018,0.014354777466893,0.014354777466893,0.056584800958701,-1.57152524224268e-08,0.0285684699491018,-1.57152524224268e-08,-1.57152524224268e-08,0.0285684699491018,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.042643975470667,-1.57152524224268e-08,0.014354777466893,0.042643975470667,0.0703873337062246,0.014354777466893,0.014354777466893,0.014354777466893,0.0285684699491018,0.0285684699491018,-1.57152524224268e-08,0.056584800958701,0.0285684699491018,0.0285684699491018,-1.57152524224268e-08,-1.57152524224268e-08,0.042643975470667,-1.57152524224268e-08,0.014354777466893,0.056584800958701,-1.57152524224268e-08,0.0285684699491018,0.042643975470667,0.0285684699491018,0.0285684699491018,0.042643975470667,0.124327270460246,0.014354777466893,0.0285684699491018,0.0285684699491018,0.042643975470667,0.042643975470667,-1.57152524224268e-08,0.056584800958701,0.056584800958701,0.097613262755309,0.0285684699491018,0.042643975470667,-1.57152524224268e-08,0.0285684699491018,0.0285684699491018,0.014354777466893,0.722454405769669,0.0703873337062246,0.097613262755309,0.084066966502593,0.042643975470667,0.0285684699491018,0.0285684699491018
"ENSG00000008197",-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.226513173127315,-1.57152524224268e-08,-1.57152524224268e-08,0.823748155783488,-1.57152524224268e-08,0.15055651843769,0.15055651843769,0.713697275872429,0.356134582211424,0.0703873337062246,0.056584800958701,0.823748155783488,1.14404699153806,0.46467850914319,0.189037897631743,0.084066966502593,0.495692160577013,0.475073487060687,0.137501026492167,0.084066966502593,0.863959143812243,1.11767287700506,0.084066966502593,0.807361439533192,1.39508960137226,0.321936273706465,0.263039865293563,0.0703873337062246,0.526083952573338,0.176318284277183,0.014354777466893,0.15055651843769,0.687043882145469,0.400526937297596,0.2986649344837,1.21410745786343,0.189037897631743,0.963465713162307,0.250954424227243,0.097613262755309,0.687043882145469,0.014354777466893,0.163501006167216,0.263039865293563,0.34483601749216,0.75704057655925,0.422221894295255,1.15702672914895,0.321936273706465,0.084066966502593,1.32768516058368,1.851997059571,0.790753737122801,0.815589110153214,0.0285684699491018,0.250954424227243,0.189037897631743,-1.57152524224268e-08,1.6959643144576,0.678058046144846,-1.57152524224268e-08,1.40596736413339,0.61353728704226,2.17633428040241,0.36737308274667,-1.57152524224268e-08,0.713697275872429,1.42222062869628,0.978174336475226,0.176318284277183,0.722454405769669
"ENSG00000041982",3.40057276947988,3.96254260511981,6.05031332813208,2.84196942271067,1.42762084508111,7.25248312846104,0.545956163526288,8.18256922860477,2.72468599817093,4.30891223633137,5.99389420413238,5.61530490570596,6.20358945559086,6.30484639020678,0.443614417751655,1.51095873997018,0.956072839616785,0.163501006167216,1.23880585206369,1.39508960137226,2.27200651213102,2.01793533248056,2.89531587394452,1.56560410857404,0.604086653010442,0.704867353785679,0.356134582211424,0.696007163345216,0.41142546871203,1.87579463644099,2.68260791167126,2.50076951435152,0.505893260531457,0.505893260531457,0.575314001522003,3.38401392438892,0.389570020185858,2.83190529454906,0.333419236285409,0.918387489927324,1.45416559780401,2.87577109855454,0.963465713162307,1.83993785709598,1.04965224991512,1.72249322968059,2.59929902430511,0.74845040866995,0.75704057655925,1.45416559780401,0.856001427942224,1.2203239161193,2.91455479490485,1.45416559780401,1.41145617307414,1.25095384482465,1.52104450551416,0.226513173127315,0.333419236285409,0.687043882145469,0.275004448541106,1.26305953305983,1.32768516058368,1.70927139405878,1.98910263322268,1.3334115699462,0.176318284277183,0.879715956322992,1.09085399896311,-1.57152524224268e-08,4.9977303501691,0.23879274945159,0.575314001522003,2.47250123070552,0.34483601749216,1.49057880116246,1.76127530731451,1.26902261495692,0.310339138816876,1.79074027417847
"ENSG00000052850",0.356134582211424,0.137501026492167,0.400526937297596,0.903017485552586,5.33125087342985,0.097613262755309,0.097613262755309,1.28094237366227,0.056584800958701,0.084066966502593,0.0285684699491018,0.0703873337062246,0.443614417751655,0.084066966502593,0.042643975470667,0.014354777466893,0.097613262755309,0.014354777466893,0.250954424227243,0.189037897631743,0.0285684699491018,0.0703873337062246,0.042643975470667,0.056584800958701,0.0285684699491018,0.0285684699491018,0.042643975470667,0.056584800958701,0.042643975470667,0.014354777466893,0.275004448541106,0.0285684699491018,-1.57152524224268e-08,0.0285684699491018,0.0703873337062246,0.678058046144846,0.084066966502593,0.250954424227243,0.0703873337062246,0.042643975470667,0.400526937297596,0.263039865293563,0.622930175564276,0.042643975470667,0.097613262755309,0.056584800958701,0.042643975470667,0.333419236285409,0.124327270460246,0.516027271053183,0.056584800958701,0.250954424227243,0.097613262755309,0.014354777466893,0.0285684699491018,0.163501006167216,0.0285684699491018,0.042643975470667,0.0285684699491018,0.0285684699491018,0.111033883550311,0.056584800958701,0.084066966502593,0.056584800958701,0.0703873337062246,-1.57152524224268e-08,0.042643975470667,0.189037897631743,0.084066966502593,-1.57152524224268e-08,0.555816486699967,0.124327270460246,0.084066966502593,0.46467850914319,0.056584800958701,0.0703873337062246,-1.57152524224268e-08,0.526083952573338,0.014354777466893,0.084066966502593
"ENSG00000053438",4.82631716937621,1.23880585206369,1.89527558947069,3.94953734184822,0.823748155783488,1.46467151517696,3.29424795728056,1.96351109661247,6.24946906506045,6.45927335753621,3.9344838200352,3.05830768999818,6.46747939082705,0.505893260531457,4.45944486749624,8.04705952946036,6.43999623690547,3.5521195639212,4.43024853050782,6.34869378111829,7.89775605435624,7.53688185750456,9.65189267108764,6.19747367487035,6.74371178223468,5.59757604775214,5.72873730443946,6.21976839567817,4.10018226329262,8.40196715092861,7.59567032219559,4.78446778550111,7.8926774555907,7.62700938995249,6.23170687863435,6.70240612534005,5.36802720229615,6.97420866894785,5.93475588419556,6.17952297134215,8.42898785881268,8.76242267591658,6.87324649463496,7.43753820089744,7.38007802086753,8.00342749386616,6.23940346650679,6.25015987577146,4.18745387499232,8.18964487515414,4.2629909774381,7.68720993396859,8.06788115486533,9.1975567970207,6.82804122370943,7.96139419874844,4.9556105567533,5.37534623987006,7.07185270364569,7.20202184145008,8.68201335706393,5.26975050417139,7.30484404689526,6.31037576273622,8.19084077086465,2.70925135145022,2.74627584111053,7.66989478219831,7.2499995216863,-1.57152524224268e-08,8.10424696426174,8.45810406824211,7.17580259933864,3.60646304813282,6.94524302140485,7.58224037050305,6.83369120355829,7.93290997179846,3.91934787316705,7.93271078947514
"ENSG00000064300",2.87775827394702,3.558250156143,3.51219335940077,3.73224109064542,7.8826200614057,4.44560646145842,1.11767287700506,7.51311149142009,1.39508960137226,2.62758119843743,2.68260791167126,1.99996750008998,2.25395199079054,3.33346771909399,0.696007163345216,0.659920855917282,0.545956163526288,0.263039865293563,0.46467850914319,0.443614417751655,0.475073487060687,1.15702672914895,0.594550175183404,0.176318284277183,0.948623484540484,0.432948244131986,0.659920855917282,1.19535379927889,1.09761144090414,3.74093661046354,1.37293131323776,1.89915416758561,0.992789863159715,0.516027271053183,0.903017485552586,2.6064012113366,0.389570020185858,1.02145721180734,0.443614417751655,0.378503428699139,0.485434233746944,1.49567519477961,0.61353728704226,0.275004448541106,0.356134582211424,0.773987400246651,0.895309498828335,1.19535379927889,0.722454405769669,0.565594316150026,1.91838347942934,0.495692160577013,0.650778142954816,0.594550175183404,1.81149819478023,2.03559855273602,0.863959143812243,1.65077492612669,0.823748155783488,0.903017485552586,1.1763404737818,1.20162200397468,0.74845040866995,0.815589110153214,1.25095384482465,1.41683239866187,1.14404699153806,0.73117441095344,0.669015601438227,-1.57152524224268e-08,2.13421260952259,0.659920855917282,0.594550175183404,4.08238998468567,2.34199921970231,2.31036830987079,1.37852805951426,0.739854261639821,0.765540375264906,0.356134582211424
"ENSG00000066279",1.86786983046505,1.2203239161193,0.454178305514821,1.84802118315295,3.60169025073284,4.72245314137086,1.25095384482465,4.39231720578115,1.82375196204106,0.782420652403773,0.389570020185858,1.88358990201224,0.163501006167216,1.31035705625653,0.014354777466893,0.0703873337062246,0.014354777466893,0.0285684699491018,-1.57152524224268e-08,0.042643975470667,0.056584800958701,0.042643975470667,0.0703873337062246,0.042643975470667,0.056584800958701,0.0285684699491018,0.014354777466893,0.042643975470667,0.0285684699491018,0.056584800958701,0.084066966502593,0.014354777466893,0.0285684699491018,0.0285684699491018,-1.57152524224268e-08,0.0703873337062246,0.014354777466893,0.0285684699491018,0.014354777466893,0.014354777466893,-1.57152524224268e-08,0.0285684699491018,-1.57152524224268e-08,0.014354777466893,0.084066966502593,0.042643975470667,0.056584800958701,0.042643975470667,-1.57152524224268e-08,0.056584800958701,0.014354777466893,0.014354777466893,0.084066966502593,0.042643975470667,-1.57152524224268e-08,0.0703873337062246,0.014354777466893,0.163501006167216,0.0703873337062246,0.084066966502593,0.084066966502593,0.111033883550311,0.163501006167216,0.056584800958701,0.0703873337062246,0.042643975470667,0.014354777466893,0.137501026492167,0.15055651843769,-1.57152524224268e-08,0.056584800958701,0.084066966502593,0.0703873337062246,0.41142546871203,0.056584800958701,0.0703873337062246,0.056584800958701,0.084066966502593,-1.57152524224268e-08,0.084066966502593
"ENSG00000072571",1.38407666062613,1.54599631650442,0.659920855917282,1.85996139538859,4.16345819888249,4.10093567634763,0.58496834289468,3.62639548228042,1.13094532873489,1.316157563967,0.58496834289468,2.01793533248056,0.555816486699967,1.35616177562889,0.084066966502593,0.310339138816876,0.201631175400006,0.0703873337062246,0.056584800958701,0.124327270460246,0.163501006167216,0.201631175400006,0.226513173127315,0.176318284277183,0.084066966502593,0.124327270460246,0.111033883550311,0.214120281650427,0.0285684699491018,0.505893260531457,0.321936273706465,0.189037897631743,0.310339138816876,0.189037897631743,0.0703873337062246,0.495692160577013,0.0285684699491018,0.15055651843769,0.137501026492167,0.097613262755309,0.042643975470667,0.084066966502593,0.226513173127315,0.097613262755309,0.124327270460246,0.176318284277183,0.201631175400006,0.0703873337062246,0.111033883550311,0.163501006167216,0.214120281650427,0.097613262755309,0.124327270460246,0.163501006167216,0.378503428699139,0.226513173127315,0.250954424227243,0.310339138816876,0.275004448541106,0.378503428699139,0.226513173127315,0.565594316150026,0.495692160577013,0.226513173127315,0.321936273706465,0.226513173127315,0.163501006167216,0.124327270460246,0.555816486699967,-1.57152524224268e-08,0.23879274945159,0.214120281650427,0.356134582211424,2.75487656442708,0.275004448541106,0.632259604337141,0.2986649344837,0.137501026492167,0.201631175400006,0.137501026492167
"ENSG00000075218",2.53105923121405,1.88358990201224,0.722454405769669,2.91455479490485,3.76343501869922,4.89381247548654,0.848008410864909,4.83287826669584,1.22650323616547,1.49057880116246,0.992789863159715,2.5184978518275,0.41142546871203,2.01793533248056,0.097613262755309,0.056584800958701,0.111033883550311,0.014354777466893,0.056584800958701,0.042643975470667,0.0703873337062246,0.042643975470667,0.189037897631743,0.189037897631743,0.042643975470667,0.042643975470667,0.056584800958701,0.042643975470667,0.042643975470667,0.250954424227243,0.275004448541106,0.124327270460246,0.056584800958701,0.042643975470667,0.042643975470667,0.163501006167216,0.0703873337062246,0.15055651843769,0.042643975470667,0.014354777466893,0.084066966502593,0.111033883550311,0.097613262755309,0.084066966502593,0.014354777466893,0.163501006167216,0.111033883550311,0.0703873337062246,0.042643975470667,0.250954424227243,0.111033883550311,0.0703873337062246,0.097613262755309,-1.57152524224268e-08,0.111033883550311,0.275004448541106,0.124327270460246,0.536053105960535,0.0703873337062246,0.097613262755309,0.176318284277183,0.226513173127315,0.378503428699139,0.189037897631743,0.137501026492167,0.0285684699491018,-1.57152524224268e-08,0.042643975470667,0.46467850914319,-1.57152524224268e-08,0.097613262755309,0.275004448541106,0.124327270460246,0.856001427942224,0.014354777466893,0.333419236285409,0.422221894295255,0.176318284277183,0.0703873337062246,0.163501006167216
"ENSG00000080986",2.90692383384776,2.44092581868134,1.09761144090414,3.13257661075994,4.72024024302362,5.14890523086531,2.71145448776034,5.19810448902194,2.03915474759908,1.65534669028002,1.12432327842558,2.75061766347163,0.250954424227243,2.23879443524598,0.097613262755309,0.042643975470667,0.0285684699491018,0.084066966502593,-1.57152524224268e-08,0.084066966502593,0.097613262755309,0.0703873337062246,0.0703873337062246,0.15055651843769,0.111033883550311,0.111033883550311,-1.57152524224268e-08,0.056584800958701,0.014354777466893,0.097613262755309,0.0703873337062246,-1.57152524224268e-08,-1.57152524224268e-08,0.014354777466893,0.056584800958701,0.084066966502593,0.0285684699491018,-1.57152524224268e-08,0.0703873337062246,0.014354777466893,0.042643975470667,0.0703873337062246,0.056584800958701,0.084066966502593,0.084066966502593,0.056584800958701,0.084066966502593,0.111033883550311,0.042643975470667,0.0285684699491018,0.0285684699491018,0.097613262755309,0.250954424227243,0.0703873337062246,-1.57152524224268e-08,0.111033883550311,0.189037897631743,0.214120281650427,0.0285684699491018,0.250954424227243,0.056584800958701,0.15055651843769,0.356134582211424,-1.57152524224268e-08,-1.57152524224268e-08,0.111033883550311,0.201631175400006,0.084066966502593,0.189037897631743,-1.57152524224268e-08,0.176318284277183,0.084066966502593,0.056584800958701,1.56070584236227,0.0285684699491018,0.137501026492167,0.042643975470667,0.23879274945159,0.226513173127315,0.0285684699491018
