"","GeneID"
"27",3909
"41",10644
"55",5050
"71",332
"79",8318
"99",4605
"134",644
"155",51053
"162",10112
"180",991
"182",3925
"186",9928
"187",6696
"251",7153
"261",2048
"264",891
"299",1062
"315",11004
"330",890
"345",1029
"377",701
"378",9133
"390",874
"419",116832
"427",7015
"433",9833
"455",79170
"488",983
"516",11065
"521",2810
"534",9212
"659",3122
"873",3206
"40",5743
"59",2920
"189",7043
"274",9924
"695",2946
