"","TCGA-BC-A10T-11","TCGA-BC-A10U-11","TCGA-BC-A10W-11","TCGA-BC-A10Y-11","TCGA-BD-A2L6-11","TCGA-DD-A114-11","TCGA-DD-A116-11","TCGA-DD-A119-11","TCGA-DD-A11A-11","TCGA-DD-A11B-11","TCGA-DD-A11C-11","TCGA-DD-A1EE-11","TCGA-DD-A1EG-11","TCGA-DD-A1EH-11","TCGA-DD-A1EI-11","TCGA-DD-A1EL-11","TCGA-DD-A39V-11","TCGA-DD-A3A1-11","TCGA-DD-A3A3-11","TCGA-DD-A3A4-11","TCGA-DD-A3A8-11","TCGA-EP-A12J-11","TCGA-EP-A26S-11","TCGA-EP-A3RK-11","TCGA-ES-A2HT-11","TCGA-FV-A2QR-11","TCGA-FV-A3R2-11","TCGA-G3-A3CH-11","GTEX-1192X-1026-SM-5H12P","GTEX-11DXY-0526-SM-5EGGQ","GTEX-11DXZ-0126-SM-5EGGY","GTEX-11EQ9-0526-SM-5A5JZ","GTEX-11NUK-1226-SM-5P9GM","GTEX-11NV4-1326-SM-5HL6V","GTEX-11OF3-0726-SM-5BC4Z","GTEX-11TT1-1726-SM-5EQLJ","GTEX-11TUW-1726-SM-5BC5C","GTEX-11UD2-1626-SM-5EQM3","GTEX-11WQC-0726-SM-5EQMR","GTEX-11ZUS-2526-SM-59872","GTEX-1212Z-0226-SM-59HLF","GTEX-12696-0826-SM-5EGGE","GTEX-12KS4-1326-SM-5LUB3","GTEX-12WSI-0226-SM-5GCNA","GTEX-12WSL-0226-SM-5CVMJ","GTEX-12WSM-0726-SM-5GCOW","GTEX-12ZZZ-1326-SM-59HKW","GTEX-13112-1426-SM-5EGH8","GTEX-131XE-0326-SM-5LZVO","GTEX-131XH-0626-SM-5LZWH","GTEX-1399R-1226-SM-5P9GF","GTEX-1399T-0826-SM-5IFES","GTEX-139TS-1426-SM-5IFJD","GTEX-139TU-0826-SM-5IJFG","GTEX-139UC-1426-SM-5IJGH","GTEX-139YR-0226-SM-5IFEM","GTEX-13FLV-0326-SM-5N9DJ","GTEX-13FTW-1126-SM-5J2NV","GTEX-13FTZ-0726-SM-5IFFY","GTEX-13NYB-1026-SM-5IFH3","GTEX-13NZ9-1326-SM-5MR3V","GTEX-13NZB-0626-SM-5IFH6","GTEX-13OW6-2626-SM-5IFF2","GTEX-13PVQ-1526-SM-5IFEQ","GTEX-13VXU-0926-SM-5IFFH","GTEX-144GM-1326-SM-5LU5E","GTEX-145LU-1326-SM-5LU9N","GTEX-14753-1626-SM-5NQ9L","GTEX-147F4-1426-SM-5LUA8","GTEX-147JS-1126-SM-5RQIW","GTEX-1497J-0726-SM-5Q5D1","GTEX-14C38-1526-SM-5RQJ7","GTEX-14E1K-0326-SM-5S2PE","GTEX-O5YT-0826-SM-3TW8N","GTEX-OOBJ-0826-SM-3NB2K","GTEX-P44G-1126-SM-3NM9D","GTEX-QDVN-0826-SM-48TZ2","GTEX-QEG4-1826-SM-4R1JN","GTEX-RM2N-1926-SM-48FCU","GTEX-RN64-1826-SM-48FDV","GTEX-RWSA-1426-SM-47JXA","GTEX-S33H-1626-SM-4AD68","GTEX-SJXC-1226-SM-4DM78","GTEX-T6MN-1226-SM-3NMA5","GTEX-U8XE-1526-SM-4E3HT","GTEX-UTHO-2426-SM-4JBHD","GTEX-VUSG-0126-SM-4KL1X","GTEX-WFON-1726-SM-4LVMQ","GTEX-WQUQ-1926-SM-4OOSA","GTEX-WY7C-0726-SM-4ONCB","GTEX-WZTO-0626-SM-4PQYY","GTEX-X261-1726-SM-4PQYT","GTEX-X4XY-1626-SM-46MVN","GTEX-XBEC-1526-SM-4AT68","GTEX-XOTO-0826-SM-4B65O","GTEX-XXEK-1126-SM-4BRUX","GTEX-YB5E-0326-SM-5IFHU","GTEX-YECK-1926-SM-4W21H","GTEX-Z9EW-0426-SM-5CVM9","GTEX-ZAB4-0826-SM-5LU9D","GTEX-ZAB5-0426-SM-5CVMI","GTEX-ZEX8-0826-SM-4WKHK","GTEX-ZPU1-0826-SM-57WG2","GTEX-ZVP2-0626-SM-51MSO","GTEX-ZYT6-0626-SM-5E45V"
"ENSG00000004939",0.422221894295255,0.495692160577013,0.056584800958701,0.097613262755309,0.097613262755309,0.201631175400006,-1.57152524224268e-08,0.042643975470667,0.137501026492167,0.15055651843769,0.15055651843769,0.056584800958701,0.014354777466893,0.042643975470667,0.014354777466893,-1.57152524224268e-08,0.056584800958701,0.111033883550311,0.137501026492167,0.454178305514821,0.124327270460246,0.137501026492167,0.0285684699491018,0.0285684699491018,0.042643975470667,0.097613262755309,0.163501006167216,0.014354777466893,0.34483601749216,0.042643975470667,1.33915294741526,0.555816486699967,0.704867353785679,0.545956163526288,0.871834393063062,0.422221894295255,0.389570020185858,0.659920855917282,0.575314001522003,0.056584800958701,0.443614417751655,0.321936273706465,0.084066966502593,0.389570020185858,0.15055651843769,0.163501006167216,1.04263163829409,0.739854261639821,0.310339138816876,0.0703873337062246,0.475073487060687,0.678058046144846,0.23879274945159,0.137501026492167,0.526083952573338,0.722454405769669,0.378503428699139,0.0285684699491018,0.378503428699139,0.214120281650427,0.15055651843769,0.34483601749216,0.356134582211424,0.696007163345216,0.485434233746944,2.29274672125266,0.475073487060687,0.650778142954816,1.45944493660552,0.378503428699139,0.565594316150026,0.722454405769669,-1.57152524224268e-08,0.014354777466893,0.176318284277183,0.014354777466893,1.15057991651262,0.097613262755309,0.014354777466893,0.111033883550311,0.0285684699491018,0.0285684699491018,0.321936273706465,1.23880585206369,0.485434233746944,0.985488023405897,0.0285684699491018,0.321936273706465,0.0285684699491018,0.189037897631743,0.097613262755309,5.20238492825539,0.443614417751655,0.831879674807896,0.782420652403773,-1.57152524224268e-08,0.575314001522003,0.948623484540484,0.0285684699491018,1.08407152056007,0.765540375264906,0.422221894295255,0.0285684699491018,0.042643975470667,0.15055651843769
"ENSG00000018280",0.536053105960535,1.14404699153806,0.848008410864909,0.985488023405897,1.3334115699462,0.678058046144846,0.422221894295255,0.516027271053183,0.985488023405897,0.400526937297596,0.839937669571167,0.378503428699139,0.739854261639821,0.475073487060687,0.378503428699139,0.2986649344837,0.669015601438227,0.505893260531457,0.74845040866995,1.00720405356329,0.400526937297596,0.536053105960535,1.44889732130762,0.74845040866995,0.696007163345216,1.6959643144576,0.903017485552586,0.58496834289468,2.74848903406997,1.04965224991512,1.33915294741526,3.69261063434788,1.63689653937898,1.38957665480758,0.831879674807896,5.41273630818743,4.14325962651141,6.19530364505093,1.16349700625866,0.704867353785679,2.50843236177509,2.50843236177509,3.69150338710771,1.44357685217348,3.47382897118011,1.98184972412821,1.73983062623334,1.06352846791354,6.19392274046844,1.87186654309437,1.81966280068104,1.55581607712351,3.01790244005995,2.69156361987338,1.76974936089984,3.37154020066301,3.91262438001538,4.40260526170811,1.06352846791354,1.59456907969164,2.28685853534366,1.84802118315295,1.6415156956281,4.78658809606462,1.05660092680878,2.14728414105564,2.31036830987079,3.29281097481938,2.58978456770432,1.89140083599445,6.45512111099978,5.49853729036275,1.65534669028002,8.07943814075759,2.18272595761733,1.62761153312023,5.58494336055533,1.6825739688069,4.12600043738202,1.53608008337263,3.25550686981869,1.80735130810092,0.918387489927324,2.77398318732955,3.77186754901237,3.75380263246422,2.13096945334008,4.21724444431317,2.23572075584123,3.57656475887595,1.2203239161193,1.99277114563008,3.38130127056271,2.72680844869206,4.66842015652454,3.36873971253966,5.40433857870186,1.1374837886789,3.42358899002679,6.73439969181175,1.35049804607797,2.99635925529613,2.07723638846762,3.94112098350039,1.1763404737818
"ENSG00000073754",4.18112204168322,3.59930438255022,5.06908500216031,4.51667811745062,6.35718867240673,5.35963583885099,4.68590947856475,6.16413913661556,6.08380670221454,2.92601279595191,5.12471225901822,6.00856182129843,4.51792140660444,3.82272958948416,4.20087890356531,5.1674708723951,4.03125559738786,5.68842248259791,6.52028745062601,6.3258791908539,4.55217873482936,4.26754161339492,3.87279639401367,3.84700232165949,3.9873590086022,5.31360276765027,5.75091481237813,5.84224303102298,-1.57152524224268e-08,0.61353728704226,4.42090410686441,1.10434317316511,0.389570020185858,1.20162200397468,1.26902261495692,0.650778142954816,1.13094532873489,2.39506923839733,2.77816855992856,0.214120281650427,0.839937669571167,0.321936273706465,1.73983062623334,0.58496834289468,2.20790211826343,1.5058976541285,0.650778142954816,1.1374837886789,3.84998039768697,1.87579463644099,4.18745387499232,1.18271243746554,1.10434317316511,1.52104450551416,0.739854261639821,4.15543338866166,2.04612395963622,1.16349700625866,0.807361439533192,0.807361439533192,1.99996750008998,0.422221894295255,1.01436395319743,2.57770086967573,0.659920855917282,2.37016967603597,0.856001427942224,0.275004448541106,0.201631175400006,0.454178305514821,1.20162200397468,0.526083952573338,2.31612106380016,3.11265739065991,4.58196802006266,0.575314001522003,2.58011598912544,0.286877837383047,2.06694368782009,1.23264484686769,1.67356364651784,2.26606097374447,0.356134582211424,0.722454405769669,3.57528204140845,0.604086653010442,2.25703604958358,2.21723725758183,2.56804852523721,1.35616177562889,0.400526937297596,0.807361439533192,0.526083952573338,0.992789863159715,2.43024491951928,1.41145617307414,0.918387489927324,1.15702672914895,2.18904754073919,1.1763404737818,3.70488737844034,3.0840368013578,3.84197785860123,2.15379411159907,0.15055651843769
"ENSG00000075826",0.137501026492167,0.378503428699139,0.604086653010442,0.925999887478698,1.4750928805228,0.970849567099916,0.722454405769669,0.137501026492167,0.575314001522003,0.475073487060687,0.963465713162307,1.05660092680878,0.475073487060687,0.565594316150026,0.389570020185858,0.992789863159715,0.526083952573338,0.422221894295255,0.505893260531457,0.831879674807896,0.333419236285409,0.310339138816876,0.189037897631743,0.516027271053183,0.918387489927324,0.495692160577013,0.956072839616785,0.516027271053183,4.41346882301574,3.83695470553163,3.26150745910702,3.38130127056271,3.31906132994816,4.01079705378415,4.10771748694728,1.68705420958949,1.95979348481802,2.36460553403982,3.59811158132136,3.39776631487526,3.18106034043699,2.20790211826343,2.92219192561368,3.33346771909399,2.54596414632981,2.65538166521399,2.44092581868134,3.27647676754483,3.10098810473516,3.30008736599305,2.74627584111053,3.43293313018685,2.97817969883807,3.51849053389558,2.62758119843743,3.18907176851133,2.98368251827979,2.73122492311043,3.76445412811627,3.98005155351093,1.83993785709598,3.45018606330662,4.9063775300979,1.67356364651784,3.13089316813567,1.96351109661247,3.11106539595915,2.14403235738636,3.74306488333767,2.64613151977242,2.18584675312219,1.72681916647702,2.81558625240673,2.91264647515506,3.19691046013993,2.3617851146152,2.58736621011245,3.95421456490239,2.618197618063,3.99363791276774,2.55334558068305,2.82374198278208,3.72789492596424,3.71366179567119,1.36734816718668,4.04355859865826,3.29128435894777,3.20002957132205,2.58011598912544,3.22804906800456,4.81098003799894,2.70704882156918,2.40869354335238,3.81046549193712,3.46336676831486,1.70927139405878,1.98551202718518,3.31177418082631,2.0214774317629,3.71587918782475,3.22492263166002,2.81352706120727,2.08067236663099,2.86791302816908,3.22804906800456
"ENSG00000091704",-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.056584800958701,0.042643975470667,0.056584800958701,0.137501026492167,0.15055651843769,-1.57152524224268e-08,0.042643975470667,-1.57152524224268e-08,-1.57152524224268e-08,0.014354777466893,0.111033883550311,0.097613262755309,-1.57152524224268e-08,0.042643975470667,0.097613262755309,0.137501026492167,0.0703873337062246,0.111033883550311,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.097613262755309,-1.57152524224268e-08,-1.57152524224268e-08,2.94487897776222,3.41144183456585,3.49185970390858,2.80735241033133,0.831879674807896,4.26678311946472,3.24637724364623,-1.57152524224268e-08,2.75700683464723,0.226513173127315,0.0703873337062246,0.443614417751655,2.63924327177218,3.67352063593552,2.19537690423149,2.60406090751291,1.73115071789089,2.64386274666668,2.10771321217891,3.72900448367464,0.263039865293563,0.0703873337062246,0.632259604337141,4.0409283788609,3.40600623698572,1.62294591449378,1.65077492612669,3.49058407831757,0.505893260531457,-1.57152524224268e-08,3.08580132769161,3.32770325439733,0.042643975470667,3.92028186713233,3.19058565396787,3.37434126968022,4.00807694201757,1.6959643144576,2.03559855273602,0.137501026492167,1.81557820898487,0.34483601749216,5.53013130280485,0.545956163526288,4.01079705378415,-1.57152524224268e-08,1.53103719327095,0.895309498828335,3.08236076823948,2.42495189726093,2.543477775262,2.52609804815934,2.01078446263099,2.56314415148923,1.74417896392558,2.24486814430648,-1.57152524224268e-08,2.03559855273602,2.36460553403982,1.81149819478023,2.05659793886958,2.71806752767956,1.02145721180734,0.887510993793534,0.799067951821434,-1.57152524224268e-08,1.52104450551416,2.96718320674733,3.43030162987992,0.454178305514821,1.72249322968059,1.73548787434457,1.53103719327095,3.52734752193842,2.55824316691155,0.042643975470667,1.95236818873776
"ENSG00000092054",-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.014354777466893,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.014354777466893,1.04263163829409,0.250954424227243,0.422221894295255,1.48542799702022,0.310339138816876,0.545956163526288,0.575314001522003,0.475073487060687,0.696007163345216,0.2986649344837,0.443614417751655,0.46467850914319,0.650778142954816,0.226513173127315,0.443614417751655,0.505893260531457,1.52606891038018,0.34483601749216,0.400526937297596,0.214120281650427,1.43297002846825,0.622930175564276,0.201631175400006,0.23879274945159,0.475073487060687,0.176318284277183,0.201631175400006,0.356134582211424,0.0703873337062246,0.871834393063062,0.321936273706465,0.263039865293563,0.214120281650427,0.214120281650427,0.189037897631743,0.226513173127315,0.286877837383047,0.999978992078611,0.36737308274667,0.594550175183404,0.46467850914319,0.516027271053183,1.19535379927889,0.594550175183404,0.15055651843769,0.378503428699139,0.895309498828335,1.18905041247074,-1.57152524224268e-08,1.60879075561249,-1.57152524224268e-08,-1.57152524224268e-08,0.713697275872429,0.333419236285409,0.014354777466893,2.59454024163049,0.422221894295255,0.422221894295255,3.04616968918448,0.084066966502593,0.163501006167216,0.790753737122801,0.565594316150026,0.475073487060687,0.226513173127315,0.201631175400006,0.773987400246651,0.263039865293563,0.516027271053183,0.356134582211424,1.52104450551416,0.422221894295255,1.46467151517696,0.799067951821434,0.856001427942224,1.15057991651262,0.823748155783488
"ENSG00000096088",0.056584800958701,-1.57152524224268e-08,0.084066966502593,-1.57152524224268e-08,-1.57152524224268e-08,0.014354777466893,-1.57152524224268e-08,0.163501006167216,-1.57152524224268e-08,-1.57152524224268e-08,0.722454405769669,-1.57152524224268e-08,0.056584800958701,0.014354777466893,-1.57152524224268e-08,0.23879274945159,0.0285684699491018,0.084066966502593,-1.57152524224268e-08,0.0285684699491018,-1.57152524224268e-08,0.0703873337062246,-1.57152524224268e-08,0.137501026492167,0.042643975470667,0.0285684699491018,-1.57152524224268e-08,-1.57152524224268e-08,0.863959143812243,2.11101768797437,2.65992674445735,1.76550974528618,3.38401392438892,2.86791302816908,0.400526937297596,1.91073935298203,0.137501026492167,1.36177864085372,1.63228437154736,-1.57152524224268e-08,0.74845040866995,2.67804950087704,1.90303656383075,0.042643975470667,2.12102180519468,0.495692160577013,0.505893260531457,2.90302403093665,0.46467850914319,0.263039865293563,0.918387489927324,3.060067978858,1.9222110122143,1.55581607712351,1.83993785709598,3.05311654399561,0.782420652403773,0.389570020185858,2.7928764302995,2.85402691693653,-1.57152524224268e-08,2.88752759879978,3.31762156782465,2.87378435429833,2.93922393254621,1.10434317316511,1.56070584236227,1.29868434163373,1.58014999843117,1.79074027417847,0.226513173127315,1.73115071789089,-1.57152524224268e-08,-1.57152524224268e-08,1.70046322781412,0.0285684699491018,2.73768407784357,1.16349700625866,2.19217218146969,2.2295786853455,0.739854261639821,1.51602942637938,1.50078148438499,0.111033883550311,0.15055651843769,2.17952911756724,0.356134582211424,0.739854261639821,0.773987400246651,1.75275164287851,1.06352846791354,0.887510993793534,0.432948244131986,0.978174336475226,0.536053105960535,1.54599631650442,1.91838347942934,0.15055651843769,1.98184972412821,1.29868434163373,1.83590275001558,2.97817969883807,1.09761144090414,0.925999887478698,1.01436395319743
"ENSG00000101104",0.687043882145469,1.20791119122422,1.99277114563008,2.33052812097738,2.41413539289287,2.60882588304702,2.55093954103693,0.422221894295255,1.49567519477961,1.90303656383075,2.62297171391808,2.49056594564323,2.16349732274102,1.76974936089984,0.956072839616785,1.89527558947069,1.64614182849354,2.09421174085336,1.45416559780401,2.1276513093467,0.356134582211424,0.831879674807896,0.790753737122801,2.10433425042278,2.78030475217421,2.28391675858572,3.62998039067872,1.81966280068104,6.75084482996933,5.94577366810636,5.05831656336779,5.21882899036673,5.90426754829786,5.64705182625,6.09967087304778,4.46536391044421,3.63227882034192,4.74574473503258,5.41918187392418,4.91836617467092,5.71009755612576,5.01972595169336,5.87555949166469,5.15580579157611,5.00858146332,4.95415887240509,4.40736948419661,5.07684756919735,6.15141963791916,4.70869685945638,4.98910946763231,5.84126045001402,6.05228319992911,5.12063268962074,6.02106560672305,5.41918187392418,5.30482953231742,4.79757703071042,4.94535303170752,4.92929427615161,4.5441374199658,5.97824480255516,6.60092478676305,5.14122826621461,5.08577609611636,5.21912094364965,5.76504898205636,3.9726529621553,5.61148449049068,4.92503875138961,5.70705677693067,4.87236404076058,5.57466267521747,5.79882438800978,5.26712048389161,4.75171435359851,5.60942743120728,5.58073298621255,5.19139269778742,6.64774580116748,5.42494440195317,5.77977483122225,5.75003151340187,6.02145945431903,4.53973469154098,6.70319845329867,4.81917838908465,4.9744868580929,5.3666610837437,5.30190542748629,6.05090428535138,5.87506800088609,6.4358446327164,6.15240558860029,5.85747454832188,5.37885970347142,3.7613043383024,5.63343024612421,4.49822582837826,6.74470246350195,5.2161041716346,4.52605180705574,4.34910962388067,4.97816626410773,5.23576496237364
"ENSG00000101204",0.622930175564276,0.622930175564276,1.7866173310005,1.74846260915353,1.04965224991512,0.378503428699139,1.18905041247074,0.863959143812243,1.89527558947069,2.44892779227699,1.4750928805228,0.485434233746944,1.316157563967,1.83187202356403,2.07037204489893,1.58975474706969,2.16668406735687,1.65534669028002,1.01436395319743,0.422221894295255,1.07038174207073,0.495692160577013,0.0703873337062246,0.2986649344837,0.378503428699139,0.422221894295255,2.76340091628401,1.11767287700506,0.250954424227243,3.95047270271827,3.80944384347888,3.70599548220314,7.08465733852408,6.76243673611711,6.45185872811439,2.47766926969165,2.71806752767956,3.39921473627064,6.22766145790061,5.01439563638025,6.37585984100119,3.12097486311776,4.77772212333035,4.7980590731082,2.03559855273602,5.4747787028399,0.74845040866995,2.98001363407342,4.90057780346086,4.85353347813879,5.29420602217509,5.02369986673607,4.59577023848632,2.76340091628401,6.03583603722841,4.52165156701915,5.76711043227919,5.25212207537912,5.54784239583829,5.74227855089763,1.40055332093844,3.76232332816254,7.1852371752009,3.11433807839975,4.78870852366389,4.16430803925675,5.1354956127517,1.42762084508111,5.43227044028165,5.10596848995783,0.201631175400006,0.941119233104861,6.44474109767332,0.632259604337141,4.86396163351998,4.28167253832762,2.32484105335334,3.9837049692055,2.74414833089582,7.05309396198008,5.44526411236542,4.43959589587283,4.48217260818808,5.49980857641863,2.78868381106231,3.25702913189918,2.99460978823074,3.80220102141053,5.61442325272431,6.1318012252073,7.58940293026712,6.52374940449842,4.29277389278803,5.13705016490748,5.52670705821208,4.72630197810641,3.24637724364623,5.78321126435453,3.71587918782475,4.15052539864354,2.22344368421691,3.96347854607767,4.04355859865826,3.64267171887332,6.54996428463173
"ENSG00000104879",0.014354777466893,-1.57152524224268e-08,0.056584800958701,0.042643975470667,0.0703873337062246,0.0285684699491018,0.084066966502593,0.056584800958701,0.0285684699491018,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,-1.57152524224268e-08,0.014354777466893,-1.57152524224268e-08,0.014354777466893,-1.57152524224268e-08,0.0285684699491018,0.042643975470667,0.189037897631743,0.014354777466893,-1.57152524224268e-08,0.014354777466893,0.014354777466893,0.014354777466893,0.084066966502593,-1.57152524224268e-08,-1.57152524224268e-08,2.44092581868134,0.73117441095344,1.15057991651262,2.53602398172824,0.713697275872429,2.35051675206317,2.06001858055482,1.26305953305983,2.01078446263099,1.1763404737818,1.34484860176739,1.00720405356329,1.4750928805228,1.07038174207073,0.799067951821434,0.704867353785679,2.92028206604358,0.722454405769669,0.970849567099916,1.04263163829409,4.44427067604676,1.04965224991512,0.34483601749216,0.74845040866995,1.89140083599445,0.739854261639821,0.773987400246651,0.856001427942224,0.555816486699967,1.26902261495692,0.871834393063062,0.61353728704226,0.74845040866995,0.594550175183404,0.604086653010442,1.58975474706969,0.73117441095344,2.12102180519468,0.659920855917282,1.18271243746554,0.879715956322992,1.35616177562889,3.74306488333767,1.41683239866187,0.333419236285409,1.52606891038018,2.10771321217891,2.24186987376547,-1.57152524224268e-08,3.68034263177123,0.042643975470667,-1.57152524224268e-08,1.93733570753575,0.23879274945159,0.176318284277183,3.92598015445808,1.29275360629187,2.66902496578121,5.36597803650232,1.37852805951426,1.65534669028002,1.72681916647702,2.35051675206317,2.32772394086256,0.443614417751655,1.02858442607266,1.8797267340026,0.823748155783488,1.9222110122143,2.17952911756724,2.85799220165423,1.04965224991512,2.92974830857867,1.80735130810092,2.14078271266906,2.53354116114539,2.30159054600586
