"","target","p","padj"
"PDE6G","PDE6G",0.208,1
"PDE6H","PDE6H",0.208,1
"PDE7A","PDE7A",0.208,1
"F2","F2",0.213,1
"PDE3B","PDE3B",0.217,1
"CCNE2","CCNE2",0.22,1
"PRKCI","PRKCI",0.22,1
"PRKD1","PRKD1",0.22,1
"SLCO4C1","SLCO4C1",0.22,1
"PRKX","PRKX",0.224,1
"CDK5","CDK5",0.225,1
"GSK3B","GSK3B",0.23,1
"EIF2AK2","EIF2AK2",0.237,1
"PDE1A","PDE1A",0.243,1
"PDE1B","PDE1B",0.243,1
"PDE1C","PDE1C",0.243,1
"PDE3A","PDE3A",0.243,1
"HSP90AA1","HSP90AA1",0.246,1
"HSP90AB1","HSP90AB1",0.246,1
"MARK2","MARK2",0.247,1
"SLC22A1","SLC22A1",0.263,1
"ADRA2A","ADRA2A",0.266,1
"F3","F3",0.269,1
"LTK","LTK",0.276,1
"TRAP1","TRAP1",0.281,1
"TUBA1A","TUBA1A",0.281,1
"TUBA1B","TUBA1B",0.281,1
"TUBA1C","TUBA1C",0.281,1
"TUBA3C","TUBA3C",0.281,1
"TUBA3D","TUBA3D",0.281,1
"TUBA3E","TUBA3E",0.281,1
"TUBA4A","TUBA4A",0.281,1
"TUBB","TUBB",0.281,1
"TUBB1","TUBB1",0.281,1
"TUBB2A","TUBB2A",0.281,1
"TUBB2B","TUBB2B",0.281,1
"TUBB2C","TUBB2C",0.281,1
"TUBB3","TUBB3",0.281,1
"TUBB4","TUBB4",0.281,1
"TUBB6","TUBB6",0.281,1
"TUBB8","TUBB8",0.281,1
"RET","RET",0.286,1
"ADRA1A","ADRA1A",0.287,1
"CCNB2","CCNB2",0.287,1
"CCNB3","CCNB3",0.287,1
"","",0.289,1
"MAP3K10","MAP3K10",0.29,1
"ZAK","ZAK",0.29,1
"DDR2","DDR2",0.303,1
"DYRK1B","DYRK1B",0.306,1
"PDE5A","PDE5A",0.308,1
"TOP2B","TOP2B",0.31,1
"PIM3","PIM3",0.314,1
"PRKD3","PRKD3",0.314,1
"IGF1R","IGF1R",0.316,1
"KIT","KIT",0.316,1
"MMP14","MMP14",0.319,1
"MMP8","MMP8",0.319,1
"HTR3A","HTR3A",0.329,1
"NFKB1","NFKB1",0.329,1
"NFKB2","NFKB2",0.329,1
"RELA","RELA",0.329,1
"HRH4","HRH4",0.334,1
"PLK3","PLK3",0.336,1
"PIK3CA","PIK3CA",0.344,1
"SIK2","SIK2",0.344,1
"AURKA","AURKA",0.354,1
"BMX","BMX",0.355,1
"PIK3CD","PIK3CD",0.355,1
"PIK3CG","PIK3CG",0.355,1
"CA13","CA13",0.356,1
"PDE2A","PDE2A",0.356,1
"SLC29A1","SLC29A1",0.356,1
"HTR7","HTR7",0.357,1
"CDK1","CDK1",0.359,1
"BTK","BTK",0.361,1
"HTR3B","HTR3B",0.363,1
"HTR3C","HTR3C",0.363,1
"HTR3D","HTR3D",0.363,1
"HTR3E","HTR3E",0.363,1
"ABL1","ABL1",0.373,1
"NTRK3","NTRK3",0.38,1
"TYRO3","TYRO3",0.38,1
"DAPK3","DAPK3",0.386,1
"PSMB1","PSMB1",0.39,1
"PSMB2","PSMB2",0.39,1
"PSMB5","PSMB5",0.39,1
"IDO1","IDO1",0.392,1
"BCR","BCR",0.393,1
"CHEK1","CHEK1",0.393,1
"NR1H4","NR1H4",0.396,1
"NR1I2","NR1I2",0.396,1
"EDNRA","EDNRA",0.397,1
"ESRRG","ESRRG",0.398,1
"PLD1","PLD1",0.398,1
"PLD2","PLD2",0.398,1
"MAP4K5","MAP4K5",0.406,1
"INSR","INSR",0.408,1
"ABCG2","ABCG2",0.42,1
"CLK4","CLK4",0.421,1
"HTR1A","HTR1A",0.424,1
"AURKB","AURKB",0.431,1
"ADRA2B","ADRA2B",0.433,1
"PRKDC","PRKDC",0.434,1
"BRSK1","BRSK1",0.435,1
"RPS6KB1","RPS6KB1",0.435,1
"CYP2B6","CYP2B6",0.439,1
"CYP2B7P1","CYP2B7P1",0.439,1
"MAPK13","MAPK13",0.441,1
"ROCK1","ROCK1",0.442,1
"MAPK9","MAPK9",0.443,1
"ALK","ALK",0.445,1
"NISCH","NISCH",0.446,1
"PIK3R1","PIK3R1",0.447,1
"ADRB2","ADRB2",0.449,1
"MMP12","MMP12",0.451,1
"MMP13","MMP13",0.451,1
"MMP3","MMP3",0.451,1
"MMP9","MMP9",0.451,1
"PIM1","PIM1",0.452,1
"MARK3","MARK3",0.455,1
"CLK2","CLK2",0.467,1
"RPS6KA3","RPS6KA3",0.467,1
"PRNP","PRNP",0.469,1
"HTR4","HTR4",0.472,1
"EBP","EBP",0.475,1
"SSTR4","SSTR4",0.475,1
"GSK3A","GSK3A",0.485,1
"MELK","MELK",0.488,1
"PAK1","PAK1",0.488,1
"CSNK1D","CSNK1D",0.497,1
"JAK3","JAK3",0.499,1
"CNR1","CNR1",0.5,1
"PDPK1","PDPK1",0.503,1
"SLCO1B3","SLCO1B3",0.504,1
"MTOR","MTOR",0.505,1
"NR3C1","NR3C1",0.507,1
"CASP1","CASP1",0.511,1
"IRAK4","IRAK4",0.512,1
"DHCR7","DHCR7",0.514,1
"ATP1A1","ATP1A1",0.518,1
"ATP1A2","ATP1A2",0.518,1
"ATP1A3","ATP1A3",0.518,1
"ATP1A4","ATP1A4",0.518,1
"ATP1B1","ATP1B1",0.518,1
"ATP1B2","ATP1B2",0.518,1
"ATP1B3","ATP1B3",0.518,1
"FXYD2","FXYD2",0.518,1
"RORC","RORC",0.518,1
"ABCB11","ABCB11",0.52,1
"TNK2","TNK2",0.52,1
"HIPK2","HIPK2",0.523,1
"MAPK10","MAPK10",0.523,1
"PRKCA","PRKCA",0.526,1
"PRKCE","PRKCE",0.526,1
"PRKCH","PRKCH",0.526,1
"SRC","SRC",0.526,1
"FABP2","FABP2",0.527,1
"GPBAR1","GPBAR1",0.527,1
"SOAT1","SOAT1",0.527,1
"KARS","KARS",0.529,1
"TOP2A","TOP2A",0.529,1
"TYK2","TYK2",0.53,1
"BLK","BLK",0.531,1
"ERBB4","ERBB4",0.534,1
"MST1R","MST1R",0.536,1
"ADORA1","ADORA1",0.537,1
"ADORA2A","ADORA2A",0.537,1
"GRM5","GRM5",0.538,1
"DYRK3","DYRK3",0.54,1
"FES","FES",0.54,1
"TEC","TEC",0.54,1
"TXK","TXK",0.54,1
"SLC22A2","SLC22A2",0.543,1
"AKR1B1","AKR1B1",0.544,1
"AKT1","AKT1",0.544,1
"ALOX12","ALOX12",0.544,1
"ALOX15","ALOX15",0.544,1
"AMY1A","AMY1A",0.544,1
"AMY1B","AMY1B",0.544,1
"AMY1C","AMY1C",0.544,1
"AMY2A","AMY2A",0.544,1
"AVPR2","AVPR2",0.544,1
"CXCR1","CXCR1",0.544,1
"CYP19A1","CYP19A1",0.544,1
"CYP1A1","CYP1A1",0.544,1
"CYP1B1","CYP1B1",0.544,1
"GLO1","GLO1",0.544,1
"GPR35","GPR35",0.544,1
"HSD17B2","HSD17B2",0.544,1
"NOX4","NOX4",0.544,1
"PKN1","PKN1",0.544,1
"PLA2G1B","PLA2G1B",0.544,1
"PLAU","PLAU",0.544,1
"PTPN1","PTPN1",0.544,1
"RARA","RARA",0.544,1
"RARB","RARB",0.544,1
"RARG","RARG",0.544,1
"XDH","XDH",0.544,1
"SCN9A","SCN9A",0.547,1
"ADRA1D","ADRA1D",0.552,1
"HRH3","HRH3",0.555,1
"MAPK12","MAPK12",0.558,1
"HTR2A","HTR2A",0.562,1
"LCK","LCK",0.562,1
"ADCY1","ADCY1",0.563,1
"HRH2","HRH2",0.563,1
"ESR2","ESR2",0.564,1
"MAP2K2","MAP2K2",0.568,1
"EPHA2","EPHA2",0.571,1
"MAOB","MAOB",0.572,1
"NR3C2","NR3C2",0.577,1
"SLC47A1","SLC47A1",0.586,1
"SLC47A2","SLC47A2",0.588,1
"CYP2C19","CYP2C19",0.592,1
"PTK2","PTK2",0.598,1
"FLT3","FLT3",0.604,1
"FGFR1","FGFR1",0.606,1
"CSNK1A1","CSNK1A1",0.608,1
"EGFR","EGFR",0.608,1
"CAMKK2","CAMKK2",0.609,1
"CSNK1G1","CSNK1G1",0.609,1
"CSNK1G2","CSNK1G2",0.609,1
"SGK2","SGK2",0.609,1
"FKBP1A","FKBP1A",0.612,1
"DRD4","DRD4",0.615,1
"MAP4K4","MAP4K4",0.615,1
"ACVR1","ACVR1",0.618,1
"SLC6A4","SLC6A4",0.624,1
"CACNA1B","CACNA1B",0.629,1
"ALOX5","ALOX5",0.63,1
"PTGS1","PTGS1",0.63,1
"STAT3","STAT3",0.63,1
"TLR9","TLR9",0.631,1
"NOX1","NOX1",0.632,1
"PRKCG","PRKCG",0.632,1
"PDGFRB","PDGFRB",0.633,1
"PLK1","PLK1",0.633,1
"PRKCQ","PRKCQ",0.642,1
"PKN2","PKN2",0.646,1
"YES1","YES1",0.647,1
"SLC22A11","SLC22A11",0.65,1
"SLC22A6","SLC22A6",0.65,1
"SLC22A8","SLC22A8",0.65,1
"MAPK11","MAPK11",0.657,1
"MMP1","MMP1",0.657,1
"ABCC2","ABCC2",0.66,1
"SLCO2B1","SLCO2B1",0.66,1
"CHRM2","CHRM2",0.666,1
"AR","AR",0.667,1
"SMO","SMO",0.667,1
"BCHE","BCHE",0.67,1
"PDGFRA","PDGFRA",0.675,1
"TGFBR1","TGFBR1",0.675,1
"ADRB1","ADRB1",0.676,1
"BDKRB2","BDKRB2",0.676,1
"MC3R","MC3R",0.676,1
"MC4R","MC4R",0.676,1
"MC5R","MC5R",0.676,1
"MET","MET",0.68,1
"HSD17B1","HSD17B1",0.688,1
"ESR1","ESR1",0.689,1
"PTGS2","PTGS2",0.691,1
"PLK4","PLK4",0.692,1
"NTRK1","NTRK1",0.693,1
"MAP4K2","MAP4K2",0.698,1
"CNR2","CNR2",0.699,1
"TRPV1","TRPV1",0.699,1
"CSNK2A1","CSNK2A1",0.702,1
"FGFR3","FGFR3",0.715,1
"MAOA","MAOA",0.718,1
"GRM1","GRM1",0.719,1
"PGR","PGR",0.721,1
"HTR5A","HTR5A",0.726,1
"CA1","CA1",0.728,1
"CA12","CA12",0.728,1
"CA14","CA14",0.728,1
"CA2","CA2",0.728,1
"CA4","CA4",0.728,1
"CA5A","CA5A",0.728,1
"CA5B","CA5B",0.728,1
"CA6","CA6",0.728,1
"CA7","CA7",0.728,1
"CA9","CA9",0.728,1
"CCR2","CCR2",0.738,1
"CYP2C8","CYP2C8",0.738,1
"THRA","THRA",0.738,1
"THRB","THRB",0.738,1
"ABCC1","ABCC1",0.74,1
"TACR1","TACR1",0.74,1
"DPP4","DPP4",0.745,1
"BACE1","BACE1",0.746,1
"XBP1","XBP1",0.755,1
"MMP2","MMP2",0.757,1
"JAK2","JAK2",0.762,1
"LTA4H","LTA4H",0.767,1
"SLCO1B1","SLCO1B1",0.771,1
"DRD1","DRD1",0.777,1
"HIPK4","HIPK4",0.778,1
"HTR6","HTR6",0.787,1
"MAPK3","MAPK3",0.791,1
"ADRA2C","ADRA2C",0.793,1
"CCR4","CCR4",0.793,1
"CSF1R","CSF1R",0.794,1
"FLT1","FLT1",0.795,1
"PRKCB","PRKCB",0.795,1
"DRD3","DRD3",0.796,1
"SYK","SYK",0.797,1
"DDR1","DDR1",0.8,1
"SLK","SLK",0.801,1
"ABCB1","ABCB1",0.806,1
"CYP2D6","CYP2D6",0.81,1
"BCL2","BCL2",0.811,1
"BCL2L1","BCL2L1",0.811,1
"ERBB2","ERBB2",0.811,1
"PRKD2","PRKD2",0.812,1
"CTSB","CTSB",0.816,1
"CTSK","CTSK",0.816,1
"FLT4","FLT4",0.816,1
"DRD2","DRD2",0.822,1
"ADRA1B","ADRA1B",0.827,1
"CA3","CA3",0.827,1
"CYP3A4","CYP3A4",0.832,1
"ACHE","ACHE",0.833,1
"SRMS","SRMS",0.833,1
"NTRK2","NTRK2",0.835,1
"HRH1","HRH1",0.836,1
"SLC6A2","SLC6A2",0.837,1
"EPHB2","EPHB2",0.839,1
"RIPK2","RIPK2",0.839,1
"CHRM3","CHRM3",0.844,1
"CHRM5","CHRM5",0.844,1
"CDC42BPA","CDC42BPA",0.849,1
"HCK","HCK",0.854,1
"SLC6A3","SLC6A3",0.854,1
"CYP2C9","CYP2C9",0.856,1
"CYP1A2","CYP1A2",0.861,1
"APAF1","APAF1",0.865,1
"GRK5","GRK5",0.867,1
"AXL","AXL",0.871,1
"CDK8","CDK8",0.875,1
"FGFR4","FGFR4",0.875,1
"JAK1","JAK1",0.875,1
"TNF","TNF",0.875,1
"IRAK1","IRAK1",0.88,1
"PRKACA","PRKACA",0.88,1
"PTK2B","PTK2B",0.88,1
"SRPK1","SRPK1",0.88,1
"STK17A","STK17A",0.88,1
"TBK1","TBK1",0.88,1
"TSSK1B","TSSK1B",0.88,1
"MAPK14","MAPK14",0.887,1
"GPR55","GPR55",0.897,1
"MINK1","MINK1",0.898,1
"ADRB3","ADRB3",0.902,1
"HTR2C","HTR2C",0.904,1
"OPRL1","OPRL1",0.904,1
"MKNK2","MKNK2",0.913,1
"KCNH2","KCNH2",0.914,1
"SIRT1","SIRT1",0.914,1
"SIRT2","SIRT2",0.914,1
"ADORA3","ADORA3",0.918,1
"CHRM4","CHRM4",0.926,1
"SIGMAR1","SIGMAR1",0.927,1
"TBXAS1","TBXAS1",0.928,1
"HMGCR","HMGCR",0.93,1
"NEK4","NEK4",0.931,1
"PHKG2","PHKG2",0.931,1
"PRKG1","PRKG1",0.931,1
"ZAP70","ZAP70",0.931,1
"KDR","KDR",0.933,1
"PRKCD","PRKCD",0.933,1
"RXRA","RXRA",0.935,1
"LYN","LYN",0.937,1
"EPHB4","EPHB4",0.942,1
"STK3","STK3",0.942,1
"OPRD1","OPRD1",0.948,1
"OPRM1","OPRM1",0.948,1
"PI4KB","PI4KB",0.949,1
"PIK3C2B","PIK3C2B",0.949,1
"PIK3C3","PIK3C3",0.949,1
"PTK6","PTK6",0.951,1
"CHRM1","CHRM1",0.955,1
"FRK","FRK",0.967,1
"ADORA2B","ADORA2B",0.97,1
"CHEK2","CHEK2",0.971,1
"CAMK2D","CAMK2D",0.974,1
"CAMK2G","CAMK2G",0.974,1
"HTR2B","HTR2B",0.974,1
"BRAF","BRAF",0.975,1
"MCL1","MCL1",0.976,1
"OPRK1","OPRK1",0.984,1
"FGFR2","FGFR2",0.986,1
"RAF1","RAF1",0.986,1
"TACR2","TACR2",0.986,1
"TEK","TEK",0.986,1
"CAMK2A","CAMK2A",0.99,1
"CAMK2B","CAMK2B",0.992,1
"FER","FER",0.992,1
"FYN","FYN",0.994,1
"GABRA1","GABRA1",0.994,1
"GABRA2","GABRA2",0.994,1
"GABRA3","GABRA3",0.994,1
"GABRA5","GABRA5",0.994,1
"GABRB3","GABRB3",0.994,1
"GABRG2","GABRG2",0.994,1
"MAPK1","MAPK1",0.997,1
